"gene","atlas","tissue","compartment","pct_cells_detected","n_cells","qualifying"
"CSF1","GSE125449","liver_biliary","myeloid",0.0252659574468085,752,TRUE
"CSF2","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"CSF2RA","GSE125449","liver_biliary","myeloid",0.409574468085106,752,TRUE
"CSF2RB","GSE125449","liver_biliary","myeloid",0.13031914893617,752,TRUE
"CSF3R","GSE125449","liver_biliary","myeloid",0.196808510638298,752,TRUE
"CXCL1","GSE125449","liver_biliary","myeloid",0.0425531914893617,752,TRUE
"CXCL10","GSE125449","liver_biliary","myeloid",0.147606382978723,752,TRUE
"CXCL11","GSE125449","liver_biliary","myeloid",0.0691489361702128,752,TRUE
"CXCL13","GSE125449","liver_biliary","myeloid",0.0186170212765957,752,TRUE
"CXCL3","GSE125449","liver_biliary","myeloid",0.26063829787234,752,TRUE
"CXCL9","GSE125449","liver_biliary","myeloid",0.144946808510638,752,TRUE
"DNTT","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"EBI3","GSE125449","liver_biliary","myeloid",0.0757978723404255,752,TRUE
"FAS","GSE125449","liver_biliary","myeloid",0.038563829787234,752,TRUE
"GRB2","GSE125449","liver_biliary","myeloid",0.509308510638298,752,TRUE
"HAX1","GSE125449","liver_biliary","myeloid",0.283244680851064,752,TRUE
"IFNGR1","GSE125449","liver_biliary","myeloid",0.481382978723404,752,TRUE
"IFNGR2","GSE125449","liver_biliary","myeloid",0.371010638297872,752,TRUE
"IL10RB","GSE125449","liver_biliary","myeloid",0.263297872340426,752,TRUE
"IL12RB1","GSE125449","liver_biliary","myeloid",0.074468085106383,752,TRUE
"IL13RA1","GSE125449","liver_biliary","myeloid",0.276595744680851,752,TRUE
"IL15RA","GSE125449","liver_biliary","myeloid",0.0625,752,TRUE
"IL17RA","GSE125449","liver_biliary","myeloid",0.138297872340426,752,TRUE
"IL17RB","GSE125449","liver_biliary","myeloid",0.00265957446808511,752,TRUE
"IL18R1","GSE125449","liver_biliary","myeloid",0.0226063829787234,752,TRUE
"IL1B","GSE125449","liver_biliary","myeloid",0.480053191489362,752,TRUE
"IL1R1","GSE125449","liver_biliary","myeloid",0.0345744680851064,752,TRUE
"IL1R2","GSE125449","liver_biliary","myeloid",0.0718085106382979,752,TRUE
"IL2RA","GSE125449","liver_biliary","myeloid",0.0718085106382979,752,TRUE
"IL2RG","GSE125449","liver_biliary","myeloid",0.291223404255319,752,TRUE
"IL3RA","GSE125449","liver_biliary","myeloid",0.0691489361702128,752,TRUE
"IL4R","GSE125449","liver_biliary","myeloid",0.0824468085106383,752,TRUE
"IL6ST","GSE125449","liver_biliary","myeloid",0.170212765957447,752,TRUE
"IL7","GSE125449","liver_biliary","myeloid",0.0265957446808511,752,TRUE
"IL9R","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"INHBE","GSE125449","liver_biliary","myeloid",0.00132978723404255,752,TRUE
"IRF9","GSE125449","liver_biliary","myeloid",0.0704787234042553,752,TRUE
"ITGA4","GSE125449","liver_biliary","myeloid",0.152925531914894,752,TRUE
"ITGB3","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"JUN","GSE125449","liver_biliary","myeloid",0.647606382978723,752,TRUE
"LEPR","GSE125449","liver_biliary","myeloid",0.0199468085106383,752,TRUE
"LTB","GSE125449","liver_biliary","myeloid",0.271276595744681,752,TRUE
"LTBR","GSE125449","liver_biliary","myeloid",0.159574468085106,752,TRUE
"MAP3K8","GSE125449","liver_biliary","myeloid",0.420212765957447,752,TRUE
"OSMR","GSE125449","liver_biliary","myeloid",0.00531914893617021,752,TRUE
"PDGFC","GSE125449","liver_biliary","myeloid",0.0452127659574468,752,TRUE
"PF4","GSE125449","liver_biliary","myeloid",0,752,TRUE
"PIK3R5","GSE125449","liver_biliary","myeloid",0.0797872340425532,752,TRUE
"PLA2G2A","GSE125449","liver_biliary","myeloid",0.00930851063829787,752,TRUE
"PTPN1","GSE125449","liver_biliary","myeloid",0.240691489361702,752,TRUE
"PTPN11","GSE125449","liver_biliary","myeloid",0.101063829787234,752,TRUE
"PTPN2","GSE125449","liver_biliary","myeloid",0.300531914893617,752,TRUE
"REG1A","GSE125449","liver_biliary","myeloid",0.0132978723404255,752,TRUE
"SOCS1","GSE125449","liver_biliary","myeloid",0.102393617021277,752,TRUE
"STAM2","GSE125449","liver_biliary","myeloid",0.0452127659574468,752,TRUE
"STAT2","GSE125449","liver_biliary","myeloid",0.131648936170213,752,TRUE
"STAT3","GSE125449","liver_biliary","myeloid",0.277925531914894,752,TRUE
"TGFB1","GSE125449","liver_biliary","myeloid",0.331117021276596,752,TRUE
"TLR2","GSE125449","liver_biliary","myeloid",0.134308510638298,752,TRUE
"TNF","GSE125449","liver_biliary","myeloid",0.180851063829787,752,TRUE
"TNFRSF12A","GSE125449","liver_biliary","myeloid",0.0691489361702128,752,TRUE
"TNFRSF1A","GSE125449","liver_biliary","myeloid",0.256648936170213,752,TRUE
"TNFRSF1B","GSE125449","liver_biliary","myeloid",0.328457446808511,752,TRUE
"TNFRSF21","GSE125449","liver_biliary","myeloid",0.0678191489361702,752,TRUE
"ABCA1","GSE125449","liver_biliary","myeloid",0.219414893617021,752,TRUE
"AKAP12","GSE125449","liver_biliary","myeloid",0.00531914893617021,752,TRUE
"BCL2L1","GSE125449","liver_biliary","myeloid",0.0877659574468085,752,TRUE
"BCL6","GSE125449","liver_biliary","myeloid",0.0585106382978723,752,TRUE
"CCND1","GSE125449","liver_biliary","myeloid",0.121010638297872,752,TRUE
"CCND3","GSE125449","liver_biliary","myeloid",0.218085106382979,752,TRUE
"CDK4","GSE125449","liver_biliary","myeloid",0.162234042553191,752,TRUE
"CDKN1A","GSE125449","liver_biliary","myeloid",0.466755319148936,752,TRUE
"CDKN1B","GSE125449","liver_biliary","myeloid",0.164893617021277,752,TRUE
"CFLAR","GSE125449","liver_biliary","myeloid",0.478723404255319,752,TRUE
"CISH","GSE125449","liver_biliary","myeloid",0.0372340425531915,752,TRUE
"COPS5","GSE125449","liver_biliary","myeloid",0.152925531914894,752,TRUE
"CXCL8","GSE125449","liver_biliary","myeloid",0.468085106382979,752,TRUE
"DDIT3","GSE125449","liver_biliary","myeloid",0.199468085106383,752,TRUE
"DNMT1","GSE125449","liver_biliary","myeloid",0.253989361702128,752,TRUE
"EPAS1","GSE125449","liver_biliary","myeloid",0.0731382978723404,752,TRUE
"ESR2","GSE125449","liver_biliary","myeloid",0.00664893617021277,752,TRUE
"ETV6","GSE125449","liver_biliary","myeloid",0.140957446808511,752,TRUE
"FGG","GSE125449","liver_biliary","myeloid",0.0438829787234043,752,TRUE
"FGL1","GSE125449","liver_biliary","myeloid",0.0172872340425532,752,TRUE
"FOS","GSE125449","liver_biliary","myeloid",0.841755319148936,752,TRUE
"GFAP","GSE125449","liver_biliary","myeloid",0.00265957446808511,752,TRUE
"GREB1","GSE125449","liver_biliary","myeloid",0,752,TRUE
"HSPA4","GSE125449","liver_biliary","myeloid",0.195478723404255,752,TRUE
"HSPB1","GSE125449","liver_biliary","myeloid",0.727393617021277,752,TRUE
"ICAM1","GSE125449","liver_biliary","myeloid",0.31781914893617,752,TRUE
"IKBKE","GSE125449","liver_biliary","myeloid",0.0691489361702128,752,TRUE
"JAK2","GSE125449","liver_biliary","myeloid",0.0957446808510638,752,TRUE
"JUNB","GSE125449","liver_biliary","myeloid",0.898936170212766,752,TRUE
"KRT17","GSE125449","liver_biliary","myeloid",0.0279255319148936,752,TRUE
"LEP","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"LGALS3BP","GSE125449","liver_biliary","myeloid",0.220744680851064,752,TRUE
"LTBP1","GSE125449","liver_biliary","myeloid",0.00664893617021277,752,TRUE
"MCL1","GSE125449","liver_biliary","myeloid",0.759308510638298,752,TRUE
"MDC1","GSE125449","liver_biliary","myeloid",0.0359042553191489,752,TRUE
"MMP1","GSE125449","liver_biliary","myeloid",0.00531914893617021,752,TRUE
"MMP7","GSE125449","liver_biliary","myeloid",0.0186170212765957,752,TRUE
"MUC1","GSE125449","liver_biliary","myeloid",0.0146276595744681,752,TRUE
"NME1","GSE125449","liver_biliary","myeloid",0.218085106382979,752,TRUE
"OAS1","GSE125449","liver_biliary","myeloid",0.132978723404255,752,TRUE
"OPRM1","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"PAX3","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"PHB","GSE125449","liver_biliary","myeloid",0.336436170212766,752,TRUE
"POU2F1","GSE125449","liver_biliary","myeloid",0.0558510638297872,752,TRUE
"PPARA","GSE125449","liver_biliary","myeloid",0.023936170212766,752,TRUE
"PRDM1","GSE125449","liver_biliary","myeloid",0.167553191489362,752,TRUE
"PROS1","GSE125449","liver_biliary","myeloid",0.0199468085106383,752,TRUE
"PSMB5","GSE125449","liver_biliary","myeloid",0.246010638297872,752,TRUE
"PTGS2","GSE125449","liver_biliary","myeloid",0.156914893617021,752,TRUE
"PTPN6","GSE125449","liver_biliary","myeloid",0.359042553191489,752,TRUE
"ROR1","GSE125449","liver_biliary","myeloid",0.00132978723404255,752,TRUE
"S100A11","GSE125449","liver_biliary","myeloid",0.908244680851064,752,TRUE
"S1PR1","GSE125449","liver_biliary","myeloid",0.0172872340425532,752,TRUE
"SALL4","GSE125449","liver_biliary","myeloid",0,752,TRUE
"SHH","GSE125449","liver_biliary","myeloid",0,752,TRUE
"STK11","GSE125449","liver_biliary","myeloid",0.0598404255319149,752,TRUE
"TIMP1","GSE125449","liver_biliary","myeloid",0.6875,752,TRUE
"TNFRSF10B","GSE125449","liver_biliary","myeloid",0.0824468085106383,752,TRUE
"TP53","GSE125449","liver_biliary","myeloid",0.106382978723404,752,TRUE
"TP63","GSE125449","liver_biliary","myeloid",0.00132978723404255,752,TRUE
"VDR","GSE125449","liver_biliary","myeloid",0.0797872340425532,752,TRUE
"VEGFA","GSE125449","liver_biliary","myeloid",0.156914893617021,752,TRUE
"VEGFB","GSE125449","liver_biliary","myeloid",0.0771276595744681,752,TRUE
"ZFP36","GSE125449","liver_biliary","myeloid",0.74468085106383,752,TRUE
"A2M","GSE125449","liver_biliary","myeloid",0.235372340425532,752,TRUE
"HMOX1","GSE125449","liver_biliary","myeloid",0.384308510638298,752,TRUE
"IFNAR1","GSE125449","liver_biliary","myeloid",0.242021276595745,752,TRUE
"IRF1","GSE125449","liver_biliary","myeloid",0.434840425531915,752,TRUE
"MYD88","GSE125449","liver_biliary","myeloid",0.195478723404255,752,TRUE
"PIM1","GSE125449","liver_biliary","myeloid",0.144946808510638,752,TRUE
"STAT1","GSE125449","liver_biliary","myeloid",0.453457446808511,752,TRUE
"TYK2","GSE125449","liver_biliary","myeloid",0.0877659574468085,752,TRUE
"BCL2","GSE125449","liver_biliary","myeloid",0.0851063829787234,752,FALSE
"MMP9","GSE125449","liver_biliary","myeloid",0.151595744680851,752,FALSE
"HGF","GSE125449","liver_biliary","myeloid",0.050531914893617,752,FALSE
"MYC","GSE125449","liver_biliary","lymphoid",0.0585161964472309,3828,TRUE
"IL6","GSE125449","liver_biliary","lymphoid",0.00783699059561128,3828,TRUE
"SOCS3","GSE125449","liver_biliary","lymphoid",0.359979101358412,3828,TRUE
"ACVR1B","GSE125449","liver_biliary","lymphoid",0.00417972831765935,3828,TRUE
"ACVRL1","GSE125449","liver_biliary","lymphoid",0.00104493207941484,3828,TRUE
"BAK1","GSE125449","liver_biliary","lymphoid",0.0676593521421108,3828,TRUE
"CBL","GSE125449","liver_biliary","lymphoid",0.0326541274817137,3828,TRUE
"CCL7","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"CCR1","GSE125449","liver_biliary","lymphoid",0.00653082549634274,3828,TRUE
"CD14","GSE125449","liver_biliary","lymphoid",0.00888192267502612,3828,TRUE
"CD36","GSE125449","liver_biliary","lymphoid",0.00600835945663532,3828,TRUE
"CD38","GSE125449","liver_biliary","lymphoid",0.158307210031348,3828,TRUE
"CD44","GSE125449","liver_biliary","lymphoid",0.468652037617555,3828,TRUE
"CD9","GSE125449","liver_biliary","lymphoid",0.0781086729362591,3828,TRUE
"CNTFR","GSE125449","liver_biliary","lymphoid",0,3828,TRUE
"CRLF2","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"CSF1","GSE125449","liver_biliary","lymphoid",0.0295193312434692,3828,TRUE
"CSF2","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"CSF2RA","GSE125449","liver_biliary","lymphoid",0.0109717868338558,3828,TRUE
"CSF2RB","GSE125449","liver_biliary","lymphoid",0.0154127481713689,3828,TRUE
"CSF3R","GSE125449","liver_biliary","lymphoid",0.00182863113897597,3828,TRUE
"CXCL1","GSE125449","liver_biliary","lymphoid",0.00444096133751306,3828,TRUE
"CXCL10","GSE125449","liver_biliary","lymphoid",0.0198537095088819,3828,TRUE
"CXCL11","GSE125449","liver_biliary","lymphoid",0.00156739811912226,3828,TRUE
"CXCL13","GSE125449","liver_biliary","lymphoid",0.0397074190177638,3828,TRUE
"CXCL3","GSE125449","liver_biliary","lymphoid",0.00496342737722048,3828,TRUE
"CXCL9","GSE125449","liver_biliary","lymphoid",0.00235109717868339,3828,TRUE
"DNTT","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"EBI3","GSE125449","liver_biliary","lymphoid",0.00679205851619645,3828,TRUE
"FAS","GSE125449","liver_biliary","lymphoid",0.0496342737722048,3828,TRUE
"GRB2","GSE125449","liver_biliary","lymphoid",0.218129571577847,3828,TRUE
"HAX1","GSE125449","liver_biliary","lymphoid",0.253396029258098,3828,TRUE
"IFNGR1","GSE125449","liver_biliary","lymphoid",0.071055381400209,3828,TRUE
"IFNGR2","GSE125449","liver_biliary","lymphoid",0.0436259143155695,3828,TRUE
"IL10RB","GSE125449","liver_biliary","lymphoid",0.0828108672936259,3828,TRUE
"IL12RB1","GSE125449","liver_biliary","lymphoid",0.0676593521421108,3828,TRUE
"IL13RA1","GSE125449","liver_biliary","lymphoid",0.008098223615465,3828,TRUE
"IL15RA","GSE125449","liver_biliary","lymphoid",0.026123301985371,3828,TRUE
"IL17RA","GSE125449","liver_biliary","lymphoid",0.0334378265412748,3828,TRUE
"IL17RB","GSE125449","liver_biliary","lymphoid",0.00365726227795193,3828,TRUE
"IL18R1","GSE125449","liver_biliary","lymphoid",0.0263845350052247,3828,TRUE
"IL1B","GSE125449","liver_biliary","lymphoid",0.00653082549634274,3828,TRUE
"IL1R1","GSE125449","liver_biliary","lymphoid",0.00600835945663532,3828,TRUE
"IL1R2","GSE125449","liver_biliary","lymphoid",0.00914315569487983,3828,TRUE
"IL2RA","GSE125449","liver_biliary","lymphoid",0.0417972831765935,3828,TRUE
"IL2RG","GSE125449","liver_biliary","lymphoid",0.389759665621735,3828,TRUE
"IL3RA","GSE125449","liver_biliary","lymphoid",0.0028735632183908,3828,TRUE
"IL4R","GSE125449","liver_biliary","lymphoid",0.0846394984326019,3828,TRUE
"IL6ST","GSE125449","liver_biliary","lymphoid",0.0932601880877743,3828,TRUE
"IL7","GSE125449","liver_biliary","lymphoid",0.0054858934169279,3828,TRUE
"IL9R","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"INHBE","GSE125449","liver_biliary","lymphoid",0.00026123301985371,3828,TRUE
"IRF9","GSE125449","liver_biliary","lymphoid",0.102403343782654,3828,TRUE
"ITGA4","GSE125449","liver_biliary","lymphoid",0.095350052246604,3828,TRUE
"ITGB3","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"JUN","GSE125449","liver_biliary","lymphoid",0.724137931034483,3828,TRUE
"LEPR","GSE125449","liver_biliary","lymphoid",0.00653082549634274,3828,TRUE
"LTB","GSE125449","liver_biliary","lymphoid",0.57889237199582,3828,TRUE
"LTBR","GSE125449","liver_biliary","lymphoid",0.00653082549634274,3828,TRUE
"MAP3K8","GSE125449","liver_biliary","lymphoid",0.095350052246604,3828,TRUE
"OSMR","GSE125449","liver_biliary","lymphoid",0.00182863113897597,3828,TRUE
"PDGFC","GSE125449","liver_biliary","lymphoid",0.000522466039707419,3828,TRUE
"PF4","GSE125449","liver_biliary","lymphoid",0,3828,TRUE
"PIK3R5","GSE125449","liver_biliary","lymphoid",0.0195924764890282,3828,TRUE
"PLA2G2A","GSE125449","liver_biliary","lymphoid",0.0120167189132706,3828,TRUE
"PTPN1","GSE125449","liver_biliary","lymphoid",0.128787878787879,3828,TRUE
"PTPN11","GSE125449","liver_biliary","lymphoid",0.040491118077325,3828,TRUE
"PTPN2","GSE125449","liver_biliary","lymphoid",0.163270637408568,3828,TRUE
"REG1A","GSE125449","liver_biliary","lymphoid",0.00731452455590387,3828,TRUE
"SOCS1","GSE125449","liver_biliary","lymphoid",0.206896551724138,3828,TRUE
"STAM2","GSE125449","liver_biliary","lymphoid",0.0175026123301985,3828,TRUE
"STAT2","GSE125449","liver_biliary","lymphoid",0.0462382445141066,3828,TRUE
"STAT3","GSE125449","liver_biliary","lymphoid",0.273772204806688,3828,TRUE
"TGFB1","GSE125449","liver_biliary","lymphoid",0.18521421107628,3828,TRUE
"TLR2","GSE125449","liver_biliary","lymphoid",0.00104493207941484,3828,TRUE
"TNF","GSE125449","liver_biliary","lymphoid",0.0911703239289446,3828,TRUE
"TNFRSF12A","GSE125449","liver_biliary","lymphoid",0.0211598746081505,3828,TRUE
"TNFRSF1A","GSE125449","liver_biliary","lymphoid",0.0295193312434692,3828,TRUE
"TNFRSF1B","GSE125449","liver_biliary","lymphoid",0.144723092998955,3828,TRUE
"TNFRSF21","GSE125449","liver_biliary","lymphoid",0.00313479623824451,3828,TRUE
"ABCA1","GSE125449","liver_biliary","lymphoid",0.0054858934169279,3828,TRUE
"AKAP12","GSE125449","liver_biliary","lymphoid",0.00313479623824451,3828,TRUE
"BCL2L1","GSE125449","liver_biliary","lymphoid",0.0624346917450366,3828,TRUE
"BCL6","GSE125449","liver_biliary","lymphoid",0.0329153605015674,3828,TRUE
"CCND1","GSE125449","liver_biliary","lymphoid",0.0151515151515152,3828,TRUE
"CCND3","GSE125449","liver_biliary","lymphoid",0.254179728317659,3828,TRUE
"CDK4","GSE125449","liver_biliary","lymphoid",0.0833333333333333,3828,TRUE
"CDKN1A","GSE125449","liver_biliary","lymphoid",0.243730407523511,3828,TRUE
"CDKN1B","GSE125449","liver_biliary","lymphoid",0.160397074190178,3828,TRUE
"CFLAR","GSE125449","liver_biliary","lymphoid",0.239811912225705,3828,TRUE
"CISH","GSE125449","liver_biliary","lymphoid",0.0300417972831766,3828,TRUE
"COPS5","GSE125449","liver_biliary","lymphoid",0.0721003134796238,3828,TRUE
"CXCL8","GSE125449","liver_biliary","lymphoid",0.01619644723093,3828,TRUE
"DDIT3","GSE125449","liver_biliary","lymphoid",0.149947753396029,3828,TRUE
"DNMT1","GSE125449","liver_biliary","lymphoid",0.119122257053292,3828,TRUE
"EPAS1","GSE125449","liver_biliary","lymphoid",0.0130616509926855,3828,TRUE
"ESR2","GSE125449","liver_biliary","lymphoid",0.0133228840125392,3828,TRUE
"ETV6","GSE125449","liver_biliary","lymphoid",0.0350052246603971,3828,TRUE
"FGG","GSE125449","liver_biliary","lymphoid",0.0227272727272727,3828,TRUE
"FGL1","GSE125449","liver_biliary","lymphoid",0.0193312434691745,3828,TRUE
"FOS","GSE125449","liver_biliary","lymphoid",0.551201671891327,3828,TRUE
"GFAP","GSE125449","liver_biliary","lymphoid",0.000522466039707419,3828,TRUE
"GREB1","GSE125449","liver_biliary","lymphoid",0.00235109717868339,3828,TRUE
"HSPA4","GSE125449","liver_biliary","lymphoid",0.10423197492163,3828,TRUE
"HSPB1","GSE125449","liver_biliary","lymphoid",0.511755485893417,3828,TRUE
"ICAM1","GSE125449","liver_biliary","lymphoid",0.0666144200626959,3828,TRUE
"IKBKE","GSE125449","liver_biliary","lymphoid",0.0384012539184953,3828,TRUE
"JAK2","GSE125449","liver_biliary","lymphoid",0.00914315569487983,3828,TRUE
"JUNB","GSE125449","liver_biliary","lymphoid",0.834900731452456,3828,TRUE
"KRT17","GSE125449","liver_biliary","lymphoid",0.00731452455590387,3828,TRUE
"LEP","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"LGALS3BP","GSE125449","liver_biliary","lymphoid",0.0504179728317659,3828,TRUE
"LTBP1","GSE125449","liver_biliary","lymphoid",0.0026123301985371,3828,TRUE
"MCL1","GSE125449","liver_biliary","lymphoid",0.456112852664577,3828,TRUE
"MDC1","GSE125449","liver_biliary","lymphoid",0.0190700104493208,3828,TRUE
"MMP1","GSE125449","liver_biliary","lymphoid",0,3828,TRUE
"MMP7","GSE125449","liver_biliary","lymphoid",0.0028735632183908,3828,TRUE
"MUC1","GSE125449","liver_biliary","lymphoid",0.00522466039707419,3828,TRUE
"NME1","GSE125449","liver_biliary","lymphoid",0.15491118077325,3828,TRUE
"OAS1","GSE125449","liver_biliary","lymphoid",0.053030303030303,3828,TRUE
"OPRM1","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"PAX3","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"PHB","GSE125449","liver_biliary","lymphoid",0.156478578892372,3828,TRUE
"POU2F1","GSE125449","liver_biliary","lymphoid",0.0271682340647858,3828,TRUE
