"gene","atlas","tissue","compartment","fraction","n_cells","qualifying"
"PTPN1","GSE178341","colorectal","myeloid",0.198367519560161,41882,TRUE
"PTPN11","GSE178341","colorectal","myeloid",0.0679613263339757,41882,TRUE
"PTPN2","GSE178341","colorectal","myeloid",0.175504374218889,41882,TRUE
"REG1A","GSE178341","colorectal","myeloid",0.00173648939309998,41882,TRUE
"SOCS1","GSE178341","colorectal","myeloid",0.195358076118295,41882,TRUE
"STAM2","GSE178341","colorectal","myeloid",0.128776780809376,41882,TRUE
"STAT2","GSE178341","colorectal","myeloid",0.234675036927622,41882,TRUE
"STAT3","GSE178341","colorectal","myeloid",0.108598597299917,41882,TRUE
"TGFB1","GSE178341","colorectal","myeloid",0.408834056343517,41882,TRUE
"TLR2","GSE178341","colorectal","myeloid",0.919630592980098,41882,TRUE
"TNF","GSE178341","colorectal","myeloid",0.53285129148207,41882,TRUE
"TNFRSF12A","GSE178341","colorectal","myeloid",0.0181264933313117,41882,TRUE
"TNFRSF1A","GSE178341","colorectal","myeloid",0.182064215238495,41882,TRUE
"TNFRSF1B","GSE178341","colorectal","myeloid",0.434801825507771,41882,TRUE
"TNFRSF21","GSE178341","colorectal","myeloid",0.128859188746999,41882,TRUE
"ABCA1","GSE178341","colorectal","myeloid",0.750493614708813,41882,TRUE
"AKAP12","GSE178341","colorectal","myeloid",0.160103181427343,41882,TRUE
"BCL2L1","GSE178341","colorectal","myeloid",0.0602048670732429,41882,TRUE
"BCL6","GSE178341","colorectal","myeloid",0.331375155439304,41882,TRUE
"CCND1","GSE178341","colorectal","myeloid",0.0253396853441023,41882,TRUE
"CCND3","GSE178341","colorectal","myeloid",0.145814982146071,41882,TRUE
"CDK4","GSE178341","colorectal","myeloid",0.046331746871144,41882,TRUE
"CDKN1A","GSE178341","colorectal","myeloid",0.140620618125326,41882,TRUE
"CDKN1B","GSE178341","colorectal","myeloid",0.0761944798413053,41882,TRUE
"CFLAR","GSE178341","colorectal","myeloid",0.180856260813516,41882,TRUE
"CISH","GSE178341","colorectal","myeloid",0.164796982031172,41882,TRUE
"COPS5","GSE178341","colorectal","myeloid",0.0592380108965597,41882,TRUE
"CXCL8","GSE178341","colorectal","myeloid",0.782419068119963,41882,TRUE
"DDIT3","GSE178341","colorectal","myeloid",0.0579991633299468,41882,TRUE
"DNMT1","GSE178341","colorectal","myeloid",0.131070449028784,41882,TRUE
"EPAS1","GSE178341","colorectal","myeloid",0.0789079128091678,41882,TRUE
"ESR2","GSE178341","colorectal","myeloid",0.0301109350237718,41882,TRUE
"ETV6","GSE178341","colorectal","myeloid",0.166491317504908,41882,TRUE
"FGG","GSE178341","colorectal","myeloid",0,41882,TRUE
"FGL1","GSE178341","colorectal","myeloid",0.0149916712937257,41882,TRUE
"FOS","GSE178341","colorectal","myeloid",0.185127639127746,41882,TRUE
"GFAP","GSE178341","colorectal","myeloid",0.0405679513184584,41882,TRUE
"GREB1","GSE178341","colorectal","myeloid",0.0881440099317194,41882,TRUE
"HSPA4","GSE178341","colorectal","myeloid",0.0928251150174878,41882,TRUE
"HSPB1","GSE178341","colorectal","myeloid",0.071694108106266,41882,TRUE
"ICAM1","GSE178341","colorectal","myeloid",0.556080638111888,41882,TRUE
"IKBKE","GSE178341","colorectal","myeloid",0.141188447730804,41882,TRUE
"JAK2","GSE178341","colorectal","myeloid",0.282065614653653,41882,TRUE
"JUNB","GSE178341","colorectal","myeloid",0.148256763081186,41882,TRUE
"KRT17","GSE178341","colorectal","myeloid",0.00377230490913576,41882,TRUE
"LEP","GSE178341","colorectal","myeloid",0.642512077294686,41882,TRUE
"LGALS3BP","GSE178341","colorectal","myeloid",0.0341171604813979,41882,TRUE
"LTBP1","GSE178341","colorectal","myeloid",0.0029243097489651,41882,TRUE
"MCL1","GSE178341","colorectal","myeloid",0.217753020047284,41882,TRUE
"MDC1","GSE178341","colorectal","myeloid",0.0658810732414793,41882,TRUE
"MMP1","GSE178341","colorectal","myeloid",0.265584603666713,41882,TRUE
"MMP7","GSE178341","colorectal","myeloid",0.137226169815646,41882,TRUE
"MUC1","GSE178341","colorectal","myeloid",0.00352978718181595,41882,TRUE
"NME1","GSE178341","colorectal","myeloid",0.0406871052994859,41882,TRUE
"OAS1","GSE178341","colorectal","myeloid",0.0734972297240861,41882,TRUE
"OPRM1","GSE178341","colorectal","myeloid",0.0548354935194417,41882,TRUE
"PAX3","GSE178341","colorectal","myeloid",0,41882,TRUE
"PHB","GSE178341","colorectal","myeloid",0.0334770235027631,41882,TRUE
"POU2F1","GSE178341","colorectal","myeloid",0.0691063456049184,41882,TRUE
"PPARA","GSE178341","colorectal","myeloid",0.0435975284968574,41882,TRUE
"PRDM1","GSE178341","colorectal","myeloid",0.160822778782973,41882,TRUE
"PROS1","GSE178341","colorectal","myeloid",0.0808789298904441,41882,TRUE
"PSMB5","GSE178341","colorectal","myeloid",0.0513628621940926,41882,TRUE
"PTGS2","GSE178341","colorectal","myeloid",0.676581154211592,41882,TRUE
"PTPN6","GSE178341","colorectal","myeloid",0.396029083756301,41882,TRUE
"ROR1","GSE178341","colorectal","myeloid",0.0360460795243404,41882,TRUE
"S100A11","GSE178341","colorectal","myeloid",0.169644195528399,41882,TRUE
"S1PR1","GSE178341","colorectal","myeloid",0.0690662024818912,41882,TRUE
"SALL4","GSE178341","colorectal","myeloid",0.00484701605574068,41882,TRUE
"SHH","GSE178341","colorectal","myeloid",0.00240384615384615,41882,TRUE
"STK11","GSE178341","colorectal","myeloid",0.0714888723037207,41882,TRUE
"TIMP1","GSE178341","colorectal","myeloid",0.292163598813864,41882,TRUE
"TNFRSF10B","GSE178341","colorectal","myeloid",0.0661836381359754,41882,TRUE
"TP53","GSE178341","colorectal","myeloid",0.0676096063710648,41882,TRUE
"TP63","GSE178341","colorectal","myeloid",0.0528846153846154,41882,TRUE
"VDR","GSE178341","colorectal","myeloid",0.0731077773199874,41882,TRUE
"VEGFA","GSE178341","colorectal","myeloid",0.166593217849193,41882,TRUE
"VEGFB","GSE178341","colorectal","myeloid",0.207641463807835,41882,TRUE
"ZFP36","GSE178341","colorectal","myeloid",0.220295278875062,41882,TRUE
"A2M","GSE178341","colorectal","myeloid",0.303113396782041,41882,TRUE
"HMOX1","GSE178341","colorectal","myeloid",0.808959366610547,41882,TRUE
"IFNAR1","GSE178341","colorectal","myeloid",0.177031959544485,41882,TRUE
"IRF1","GSE178341","colorectal","myeloid",0.12403832580463,41882,TRUE
"MYD88","GSE178341","colorectal","myeloid",0.195891914493284,41882,TRUE
"PIM1","GSE178341","colorectal","myeloid",0.155055914935966,41882,TRUE
"STAT1","GSE178341","colorectal","myeloid",0.235125051264183,41882,TRUE
"TYK2","GSE178341","colorectal","myeloid",0.147368421052632,41882,TRUE
"BCL2","GSE178341","colorectal","myeloid",0.179595182902697,41882,FALSE
"MMP9","GSE178341","colorectal","myeloid",0.954977042042915,41882,FALSE
"HGF","GSE178341","colorectal","myeloid",0.557692307692308,41882,FALSE
"MYC","GSE178341","colorectal","lymphoid",0.0295429628130867,92546,TRUE
"IL6","GSE178341","colorectal","lymphoid",0.0403780781029765,92546,TRUE
"SOCS3","GSE178341","colorectal","lymphoid",0.214377131991496,92546,TRUE
"ACVR1B","GSE178341","colorectal","lymphoid",0.0131145845899323,92546,TRUE
"ACVRL1","GSE178341","colorectal","lymphoid",0.0048563484708063,92546,TRUE
"BAK1","GSE178341","colorectal","lymphoid",0.105294446359994,92546,TRUE
"CBL","GSE178341","colorectal","lymphoid",0.178980640063216,92546,TRUE
"CCL7","GSE178341","colorectal","lymphoid",0.00192079774408435,92546,TRUE
"CCR1","GSE178341","colorectal","lymphoid",0.0735914710890649,92546,TRUE
"CD14","GSE178341","colorectal","lymphoid",0.00438468460063859,92546,TRUE
"CD36","GSE178341","colorectal","lymphoid",0.00494434680726421,92546,TRUE
"CD38","GSE178341","colorectal","lymphoid",0.738712485334746,92546,TRUE
"CD44","GSE178341","colorectal","lymphoid",0.135249692096763,92546,TRUE
"CD9","GSE178341","colorectal","lymphoid",0.00706670753138896,92546,TRUE
"CNTFR","GSE178341","colorectal","lymphoid",0.00313087038196619,92546,TRUE
"CRLF2","GSE178341","colorectal","lymphoid",0.0957446808510638,92546,TRUE
"CSF1","GSE178341","colorectal","lymphoid",0.37126992200746,92546,TRUE
"CSF2","GSE178341","colorectal","lymphoid",0.513930348258706,92546,TRUE
"CSF2RA","GSE178341","colorectal","lymphoid",0.0121825779492125,92546,TRUE
"CSF2RB","GSE178341","colorectal","lymphoid",0.193878312803285,92546,TRUE
"CSF3R","GSE178341","colorectal","lymphoid",0.068427171566185,92546,TRUE
"CXCL1","GSE178341","colorectal","lymphoid",0.00438648203178575,92546,TRUE
"CXCL10","GSE178341","colorectal","lymphoid",0.00887851652672434,92546,TRUE
"CXCL11","GSE178341","colorectal","lymphoid",0.00308596620132256,92546,TRUE
"CXCL13","GSE178341","colorectal","lymphoid",0.939629894147636,92546,TRUE
"CXCL3","GSE178341","colorectal","lymphoid",0.00355650734224567,92546,TRUE
"CXCL9","GSE178341","colorectal","lymphoid",0.00546566607382987,92546,TRUE
"DNTT","GSE178341","colorectal","lymphoid",0.675675675675676,92546,TRUE
"EBI3","GSE178341","colorectal","lymphoid",0.213689936536718,92546,TRUE
"FAS","GSE178341","colorectal","lymphoid",0.267039317347159,92546,TRUE
"GRB2","GSE178341","colorectal","lymphoid",0.171494823938341,92546,TRUE
"HAX1","GSE178341","colorectal","lymphoid",0.155701512308202,92546,TRUE
"IFNGR1","GSE178341","colorectal","lymphoid",0.052160363808006,92546,TRUE
"IFNGR2","GSE178341","colorectal","lymphoid",0.0431091202422691,92546,TRUE
"IL10RB","GSE178341","colorectal","lymphoid",0.0916647725427801,92546,TRUE
"IL12RB1","GSE178341","colorectal","lymphoid",0.632137508952406,92546,TRUE
"IL13RA1","GSE178341","colorectal","lymphoid",0.00835206319418683,92546,TRUE
"IL15RA","GSE178341","colorectal","lymphoid",0.101753200896558,92546,TRUE
"IL17RA","GSE178341","colorectal","lymphoid",0.0892232497963486,92546,TRUE
"IL17RB","GSE178341","colorectal","lymphoid",0.0140150931772678,92546,TRUE
"IL18R1","GSE178341","colorectal","lymphoid",0.587240322397548,92546,TRUE
"IL1B","GSE178341","colorectal","lymphoid",0.0073129325730205,92546,TRUE
"IL1R1","GSE178341","colorectal","lymphoid",0.171222381493747,92546,TRUE
"IL1R2","GSE178341","colorectal","lymphoid",0.126450837785072,92546,TRUE
"IL2RA","GSE178341","colorectal","lymphoid",0.587924709431892,92546,TRUE
"IL2RG","GSE178341","colorectal","lymphoid",0.391210635122232,92546,TRUE
"IL3RA","GSE178341","colorectal","lymphoid",0.0245569918667243,92546,TRUE
"IL4R","GSE178341","colorectal","lymphoid",0.148349709570599,92546,TRUE
"IL6ST","GSE178341","colorectal","lymphoid",0.179995827911274,92546,TRUE
"IL7","GSE178341","colorectal","lymphoid",0.062167404386532,92546,TRUE
"IL9R","GSE178341","colorectal","lymphoid",0.616724738675958,92546,TRUE
"INHBE","GSE178341","colorectal","lymphoid",0.127906976744186,92546,TRUE
"IRF9","GSE178341","colorectal","lymphoid",0.323800564440263,92546,TRUE
"ITGA4","GSE178341","colorectal","lymphoid",0.547384687741459,92546,TRUE
"ITGB3","GSE178341","colorectal","lymphoid",0.0146520146520147,92546,TRUE
"JUN","GSE178341","colorectal","lymphoid",0.178693576115531,92546,TRUE
"LEPR","GSE178341","colorectal","lymphoid",0.0398770058614394,92546,TRUE
"LTB","GSE178341","colorectal","lymphoid",0.794139356362563,92546,TRUE
"LTBR","GSE178341","colorectal","lymphoid",0.0061442875893415,92546,TRUE
"MAP3K8","GSE178341","colorectal","lymphoid",0.142959173262204,92546,TRUE
"OSMR","GSE178341","colorectal","lymphoid",0.00504609412906356,92546,TRUE
"PDGFC","GSE178341","colorectal","lymphoid",0.00604791812049314,92546,TRUE
"PF4","GSE178341","colorectal","lymphoid",0.00327474436944463,92546,TRUE
"PIK3R5","GSE178341","colorectal","lymphoid",0.308454657077706,92546,TRUE
"PLA2G2A","GSE178341","colorectal","lymphoid",0.00236067394926865,92546,TRUE
"PTPN1","GSE178341","colorectal","lymphoid",0.190289701839712,92546,TRUE
"PTPN11","GSE178341","colorectal","lymphoid",0.0642899860455844,92546,TRUE
"PTPN2","GSE178341","colorectal","lymphoid",0.188545876548019,92546,TRUE
"REG1A","GSE178341","colorectal","lymphoid",0.000652786741883582,92546,TRUE
"SOCS1","GSE178341","colorectal","lymphoid",0.464202030721166,92546,TRUE
"STAM2","GSE178341","colorectal","lymphoid",0.0693096502472075,92546,TRUE
"STAT2","GSE178341","colorectal","lymphoid",0.113512871913906,92546,TRUE
"STAT3","GSE178341","colorectal","lymphoid",0.167572290949608,92546,TRUE
"TGFB1","GSE178341","colorectal","lymphoid",0.300167164056651,92546,TRUE
"TLR2","GSE178341","colorectal","lymphoid",0.0120115731946109,92546,TRUE
"TNF","GSE178341","colorectal","lymphoid",0.280824207974588,92546,TRUE
"TNFRSF12A","GSE178341","colorectal","lymphoid",0.00911814374669964,92546,TRUE
"TNFRSF1A","GSE178341","colorectal","lymphoid",0.0355629187919501,92546,TRUE
"TNFRSF1B","GSE178341","colorectal","lymphoid",0.304929693281802,92546,TRUE
"TNFRSF21","GSE178341","colorectal","lymphoid",0.00378216433291545,92546,TRUE
"ABCA1","GSE178341","colorectal","lymphoid",0.0336926003079431,92546,TRUE
"AKAP12","GSE178341","colorectal","lymphoid",0.0107910576096303,92546,TRUE
"BCL2L1","GSE178341","colorectal","lymphoid",0.0628989282965244,92546,TRUE
"BCL6","GSE178341","colorectal","lymphoid",0.165258779640667,92546,TRUE
"CCND1","GSE178341","colorectal","lymphoid",0.00373075466935891,92546,TRUE
"CCND3","GSE178341","colorectal","lymphoid",0.266388202199301,92546,TRUE
"CDK4","GSE178341","colorectal","lymphoid",0.0517151419002292,92546,TRUE
"CDKN1A","GSE178341","colorectal","lymphoid",0.0765378571714735,92546,TRUE
"CDKN1B","GSE178341","colorectal","lymphoid",0.204634726291037,92546,TRUE
"CFLAR","GSE178341","colorectal","lymphoid",0.269050446110527,92546,TRUE
"CISH","GSE178341","colorectal","lymphoid",0.18597571064562,92546,TRUE
"COPS5","GSE178341","colorectal","lymphoid",0.0713041218258476,92546,TRUE
"CXCL8","GSE178341","colorectal","lymphoid",0.0178714000255841,92546,TRUE
"DDIT3","GSE178341","colorectal","lymphoid",0.0971807207314887,92546,TRUE
"DNMT1","GSE178341","colorectal","lymphoid",0.123658911585314,92546,TRUE
"EPAS1","GSE178341","colorectal","lymphoid",0.0159262715329692,92546,TRUE
"ESR2","GSE178341","colorectal","lymphoid",0.780031695721078,92546,TRUE
"ETV6","GSE178341","colorectal","lymphoid",0.0764558499734265,92546,TRUE
"FGG","GSE178341","colorectal","lymphoid",0.00172117039586919,92546,TRUE
"FGL1","GSE178341","colorectal","lymphoid",0.000555247084952804,92546,TRUE
"FOS","GSE178341","colorectal","lymphoid",0.156621108984459,92546,TRUE
"GFAP","GSE178341","colorectal","lymphoid",0.0223123732251521,92546,TRUE
"GREB1","GSE178341","colorectal","lymphoid",0.243947858472998,92546,TRUE
"HSPA4","GSE178341","colorectal","lymphoid",0.0878740096166949,92546,TRUE
"HSPB1","GSE178341","colorectal","lymphoid",0.0408891708032263,92546,TRUE
"ICAM1","GSE178341","colorectal","lymphoid",0.0541275131118881,92546,TRUE
"IKBKE","GSE178341","colorectal","lymphoid",0.126774902212935,92546,TRUE
"JAK2","GSE178341","colorectal","lymphoid",0.108440469536054,92546,TRUE
"JUNB","GSE178341","colorectal","lymphoid",0.194740624182368,92546,TRUE
"KRT17","GSE178341","colorectal","lymphoid",0.00357700846969822,92546,TRUE
"LEP","GSE178341","colorectal","lymphoid",0.0555555555555556,92546,TRUE
"LGALS3BP","GSE178341","colorectal","lymphoid",0.00701335735062433,92546,TRUE
"LTBP1","GSE178341","colorectal","lymphoid",0.00744369754282025,92546,TRUE
"MCL1","GSE178341","colorectal","lymphoid",0.148299381416588,92546,TRUE
"MDC1","GSE178341","colorectal","lymphoid",0.110116026105874,92546,TRUE
"MMP1","GSE178341","colorectal","lymphoid",0.00331484600448416,92546,TRUE
"MMP7","GSE178341","colorectal","lymphoid",0.0032008251743672,92546,TRUE
"MUC1","GSE178341","colorectal","lymphoid",0.00463437983259285,92546,TRUE
"NME1","GSE178341","colorectal","lymphoid",0.0605707803947463,92546,TRUE
"OAS1","GSE178341","colorectal","lymphoid",0.0668262939555085,92546,TRUE
"OPRM1","GSE178341","colorectal","lymphoid",0.90827517447657,92546,TRUE
"PAX3","GSE178341","colorectal","lymphoid",0.0151515151515152,92546,TRUE
"PHB","GSE178341","colorectal","lymphoid",0.0394408974426172,92546,TRUE
"POU2F1","GSE178341","colorectal","lymphoid",0.0983239405694211,92546,TRUE
"PPARA","GSE178341","colorectal","lymphoid",0.0453020134228188,92546,TRUE
"PRDM1","GSE178341","colorectal","lymphoid",0.679560676760943,92546,TRUE
"PROS1","GSE178341","colorectal","lymphoid",0.00412774277645014,92546,TRUE
"PSMB5","GSE178341","colorectal","lymphoid",0.0498323810099449,92546,TRUE
"PTGS2","GSE178341","colorectal","lymphoid",0.0128165406700541,92546,TRUE
"PTPN6","GSE178341","colorectal","lymphoid",0.268866681887634,92546,TRUE
"ROR1","GSE178341","colorectal","lymphoid",0.0144927536231884,92546,TRUE
"S100A11","GSE178341","colorectal","lymphoid",0.0281543358280456,92546,TRUE
"S1PR1","GSE178341","colorectal","lymphoid",0.0894491549216688,92546,TRUE
"SALL4","GSE178341","colorectal","lymphoid",0.0166616176916086,92546,TRUE
"SHH","GSE178341","colorectal","lymphoid",0.00391214177978884,92546,TRUE
"STK11","GSE178341","colorectal","lymphoid",0.0634260335482608,92546,TRUE
"TIMP1","GSE178341","colorectal","lymphoid",0.0182892461204467,92546,TRUE
"TNFRSF10B","GSE178341","colorectal","lymphoid",0.025970058050718,92546,TRUE
"TP53","GSE178341","colorectal","lymphoid",0.0677921108299805,92546,TRUE
"TP63","GSE178341","colorectal","lymphoid",0.444711538461538,92546,TRUE
"VDR","GSE178341","colorectal","lymphoid",0.0587237342769201,92546,TRUE
"VEGFA","GSE178341","colorectal","lymphoid",0.0098120086933267,92546,TRUE
"VEGFB","GSE178341","colorectal","lymphoid",0.10591649201999,92546,TRUE
"ZFP36","GSE178341","colorectal","lymphoid",0.179062080627941,92546,TRUE
"A2M","GSE178341","colorectal","lymphoid",0.00432653322521446,92546,TRUE
"HMOX1","GSE178341","colorectal","lymphoid",0.0337625699595031,92546,TRUE
"IFNAR1","GSE178341","colorectal","lymphoid",0.138381935705744,92546,TRUE
"IRF1","GSE178341","colorectal","lymphoid",0.214920948616601,92546,TRUE
"MYD88","GSE178341","colorectal","lymphoid",0.0845659332044112,92546,TRUE
"PIM1","GSE178341","colorectal","lymphoid",0.341107299059791,92546,TRUE
"STAT1","GSE178341","colorectal","lymphoid",0.118722846654241,92546,TRUE
"TYK2","GSE178341","colorectal","lymphoid",0.135660356712988,92546,TRUE
"BCL2","GSE178341","colorectal","lymphoid",0.504155594504438,92546,FALSE
"MMP9","GSE178341","colorectal","lymphoid",0.00789922804199536,92546,FALSE
"HGF","GSE178341","colorectal","lymphoid",0.0368421052631579,92546,FALSE
"MYC","GSE178341","colorectal","endothelial",0,0,TRUE
"IL6","GSE178341","colorectal","endothelial",0,0,TRUE
"SOCS3","GSE178341","colorectal","endothelial",0,0,TRUE
"ACVR1B","GSE178341","colorectal","endothelial",0,0,TRUE
"ACVRL1","GSE178341","colorectal","endothelial",0,0,TRUE
"BAK1","GSE178341","colorectal","endothelial",0,0,TRUE
"CBL","GSE178341","colorectal","endothelial",0,0,TRUE
"CCL7","GSE178341","colorectal","endothelial",0,0,TRUE
"CCR1","GSE178341","colorectal","endothelial",0,0,TRUE
"CD14","GSE178341","colorectal","endothelial",0,0,TRUE
"CD36","GSE178341","colorectal","endothelial",0,0,TRUE
"CD38","GSE178341","colorectal","endothelial",0,0,TRUE
"CD44","GSE178341","colorectal","endothelial",0,0,TRUE
"CD9","GSE178341","colorectal","endothelial",0,0,TRUE
"CNTFR","GSE178341","colorectal","endothelial",0,0,TRUE
"CRLF2","GSE178341","colorectal","endothelial",0,0,TRUE
"CSF1","GSE178341","colorectal","endothelial",0,0,TRUE
"CSF2","GSE178341","colorectal","endothelial",0,0,TRUE
"CSF2RA","GSE178341","colorectal","endothelial",0,0,TRUE
"CSF2RB","GSE178341","colorectal","endothelial",0,0,TRUE
"CSF3R","GSE178341","colorectal","endothelial",0,0,TRUE
"CXCL1","GSE178341","colorectal","endothelial",0,0,TRUE
"CXCL10","GSE178341","colorectal","endothelial",0,0,TRUE
"CXCL11","GSE178341","colorectal","endothelial",0,0,TRUE
"CXCL13","GSE178341","colorectal","endothelial",0,0,TRUE
"CXCL3","GSE178341","colorectal","endothelial",0,0,TRUE
"CXCL9","GSE178341","colorectal","endothelial",0,0,TRUE
"DNTT","GSE178341","colorectal","endothelial",0,0,TRUE
"EBI3","GSE178341","colorectal","endothelial",0,0,TRUE
"FAS","GSE178341","colorectal","endothelial",0,0,TRUE
"GRB2","GSE178341","colorectal","endothelial",0,0,TRUE
"HAX1","GSE178341","colorectal","endothelial",0,0,TRUE
"IFNGR1","GSE178341","colorectal","endothelial",0,0,TRUE
"IFNGR2","GSE178341","colorectal","endothelial",0,0,TRUE
"IL10RB","GSE178341","colorectal","endothelial",0,0,TRUE
"IL12RB1","GSE178341","colorectal","endothelial",0,0,TRUE
"IL13RA1","GSE178341","colorectal","endothelial",0,0,TRUE
"IL15RA","GSE178341","colorectal","endothelial",0,0,TRUE
"IL17RA","GSE178341","colorectal","endothelial",0,0,TRUE
"IL17RB","GSE178341","colorectal","endothelial",0,0,TRUE
"IL18R1","GSE178341","colorectal","endothelial",0,0,TRUE
"IL1B","GSE178341","colorectal","endothelial",0,0,TRUE
"IL1R1","GSE178341","colorectal","endothelial",0,0,TRUE
"IL1R2","GSE178341","colorectal","endothelial",0,0,TRUE
"IL2RA","GSE178341","colorectal","endothelial",0,0,TRUE
"IL2RG","GSE178341","colorectal","endothelial",0,0,TRUE
"IL3RA","GSE178341","colorectal","endothelial",0,0,TRUE
"IL4R","GSE178341","colorectal","endothelial",0,0,TRUE
"IL6ST","GSE178341","colorectal","endothelial",0,0,TRUE
"IL7","GSE178341","colorectal","endothelial",0,0,TRUE
"IL9R","GSE178341","colorectal","endothelial",0,0,TRUE
"INHBE","GSE178341","colorectal","endothelial",0,0,TRUE
"IRF9","GSE178341","colorectal","endothelial",0,0,TRUE
"ITGA4","GSE178341","colorectal","endothelial",0,0,TRUE
"ITGB3","GSE178341","colorectal","endothelial",0,0,TRUE
"JUN","GSE178341","colorectal","endothelial",0,0,TRUE
"LEPR","GSE178341","colorectal","endothelial",0,0,TRUE
"LTB","GSE178341","colorectal","endothelial",0,0,TRUE
"LTBR","GSE178341","colorectal","endothelial",0,0,TRUE
"MAP3K8","GSE178341","colorectal","endothelial",0,0,TRUE
"OSMR","GSE178341","colorectal","endothelial",0,0,TRUE
"PDGFC","GSE178341","colorectal","endothelial",0,0,TRUE
"PF4","GSE178341","colorectal","endothelial",0,0,TRUE
"PIK3R5","GSE178341","colorectal","endothelial",0,0,TRUE
"PLA2G2A","GSE178341","colorectal","endothelial",0,0,TRUE
"PTPN1","GSE178341","colorectal","endothelial",0,0,TRUE
"PTPN11","GSE178341","colorectal","endothelial",0,0,TRUE
"PTPN2","GSE178341","colorectal","endothelial",0,0,TRUE
"REG1A","GSE178341","colorectal","endothelial",0,0,TRUE
"SOCS1","GSE178341","colorectal","endothelial",0,0,TRUE
"STAM2","GSE178341","colorectal","endothelial",0,0,TRUE
"STAT2","GSE178341","colorectal","endothelial",0,0,TRUE
"STAT3","GSE178341","colorectal","endothelial",0,0,TRUE
"TGFB1","GSE178341","colorectal","endothelial",0,0,TRUE
"TLR2","GSE178341","colorectal","endothelial",0,0,TRUE
"TNF","GSE178341","colorectal","endothelial",0,0,TRUE
"TNFRSF12A","GSE178341","colorectal","endothelial",0,0,TRUE
"TNFRSF1A","GSE178341","colorectal","endothelial",0,0,TRUE
"TNFRSF1B","GSE178341","colorectal","endothelial",0,0,TRUE
"TNFRSF21","GSE178341","colorectal","endothelial",0,0,TRUE
"ABCA1","GSE178341","colorectal","endothelial",0,0,TRUE
"AKAP12","GSE178341","colorectal","endothelial",0,0,TRUE
"BCL2L1","GSE178341","colorectal","endothelial",0,0,TRUE
"BCL6","GSE178341","colorectal","endothelial",0,0,TRUE
"CCND1","GSE178341","colorectal","endothelial",0,0,TRUE
"CCND3","GSE178341","colorectal","endothelial",0,0,TRUE
"CDK4","GSE178341","colorectal","endothelial",0,0,TRUE
"CDKN1A","GSE178341","colorectal","endothelial",0,0,TRUE
"CDKN1B","GSE178341","colorectal","endothelial",0,0,TRUE
"CFLAR","GSE178341","colorectal","endothelial",0,0,TRUE
"CISH","GSE178341","colorectal","endothelial",0,0,TRUE
"COPS5","GSE178341","colorectal","endothelial",0,0,TRUE
"CXCL8","GSE178341","colorectal","endothelial",0,0,TRUE
"DDIT3","GSE178341","colorectal","endothelial",0,0,TRUE
"DNMT1","GSE178341","colorectal","endothelial",0,0,TRUE
"EPAS1","GSE178341","colorectal","endothelial",0,0,TRUE
"ESR2","GSE178341","colorectal","endothelial",0,0,TRUE
"ETV6","GSE178341","colorectal","endothelial",0,0,TRUE
"FGG","GSE178341","colorectal","endothelial",0,0,TRUE
"FGL1","GSE178341","colorectal","endothelial",0,0,TRUE
"FOS","GSE178341","colorectal","endothelial",0,0,TRUE
"GFAP","GSE178341","colorectal","endothelial",0,0,TRUE
"GREB1","GSE178341","colorectal","endothelial",0,0,TRUE
"HSPA4","GSE178341","colorectal","endothelial",0,0,TRUE
"HSPB1","GSE178341","colorectal","endothelial",0,0,TRUE
"ICAM1","GSE178341","colorectal","endothelial",0,0,TRUE
"IKBKE","GSE178341","colorectal","endothelial",0,0,TRUE
"JAK2","GSE178341","colorectal","endothelial",0,0,TRUE
"JUNB","GSE178341","colorectal","endothelial",0,0,TRUE
"KRT17","GSE178341","colorectal","endothelial",0,0,TRUE
"LEP","GSE178341","colorectal","endothelial",0,0,TRUE
"LGALS3BP","GSE178341","colorectal","endothelial",0,0,TRUE
"LTBP1","GSE178341","colorectal","endothelial",0,0,TRUE
"MCL1","GSE178341","colorectal","endothelial",0,0,TRUE
"MDC1","GSE178341","colorectal","endothelial",0,0,TRUE
"MMP1","GSE178341","colorectal","endothelial",0,0,TRUE
"MMP7","GSE178341","colorectal","endothelial",0,0,TRUE
"MUC1","GSE178341","colorectal","endothelial",0,0,TRUE
"NME1","GSE178341","colorectal","endothelial",0,0,TRUE
"OAS1","GSE178341","colorectal","endothelial",0,0,TRUE
"OPRM1","GSE178341","colorectal","endothelial",0,0,TRUE
"PAX3","GSE178341","colorectal","endothelial",0,0,TRUE
"PHB","GSE178341","colorectal","endothelial",0,0,TRUE
"POU2F1","GSE178341","colorectal","endothelial",0,0,TRUE
"PPARA","GSE178341","colorectal","endothelial",0,0,TRUE
"PRDM1","GSE178341","colorectal","endothelial",0,0,TRUE
"PROS1","GSE178341","colorectal","endothelial",0,0,TRUE
"PSMB5","GSE178341","colorectal","endothelial",0,0,TRUE
"PTGS2","GSE178341","colorectal","endothelial",0,0,TRUE
"PTPN6","GSE178341","colorectal","endothelial",0,0,TRUE
"ROR1","GSE178341","colorectal","endothelial",0,0,TRUE
"S100A11","GSE178341","colorectal","endothelial",0,0,TRUE
"S1PR1","GSE178341","colorectal","endothelial",0,0,TRUE
"SALL4","GSE178341","colorectal","endothelial",0,0,TRUE
"SHH","GSE178341","colorectal","endothelial",0,0,TRUE
