"gene","atlas","tissue","compartment","fraction","n_cells","qualifying"
"CSF3R","GSE125449","liver_biliary","myeloid",0.857142857142857,752,TRUE
"CXCL1","GSE125449","liver_biliary","myeloid",0.0228542407313357,752,TRUE
"CXCL10","GSE125449","liver_biliary","myeloid",0.55366137156141,752,TRUE
"CXCL11","GSE125449","liver_biliary","myeloid",0.521640091116173,752,TRUE
"CXCL13","GSE125449","liver_biliary","myeloid",0.0500301386377336,752,TRUE
"CXCL3","GSE125449","liver_biliary","myeloid",0.434040477932212,752,TRUE
"CXCL9","GSE125449","liver_biliary","myeloid",0.656729131175468,752,TRUE
"DNTT","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"EBI3","GSE125449","liver_biliary","myeloid",0.649006622516556,752,TRUE
"FAS","GSE125449","liver_biliary","myeloid",0.0478955007256894,752,TRUE
"GRB2","GSE125449","liver_biliary","myeloid",0.213267384346814,752,TRUE
"HAX1","GSE125449","liver_biliary","myeloid",0.0520177711958534,752,TRUE
"IFNGR1","GSE125449","liver_biliary","myeloid",0.204421326397919,752,TRUE
"IFNGR2","GSE125449","liver_biliary","myeloid",0.237341772151899,752,TRUE
"IL10RB","GSE125449","liver_biliary","myeloid",0.168847352024922,752,TRUE
"IL12RB1","GSE125449","liver_biliary","myeloid",0.158031088082902,752,TRUE
"IL13RA1","GSE125449","liver_biliary","myeloid",0.188076213890596,752,TRUE
"IL15RA","GSE125449","liver_biliary","myeloid",0.0647948164146868,752,TRUE
"IL17RA","GSE125449","liver_biliary","myeloid",0.205776173285199,752,TRUE
"IL17RB","GSE125449","liver_biliary","myeloid",0.0145454545454545,752,TRUE
"IL18R1","GSE125449","liver_biliary","myeloid",0.102857142857143,752,TRUE
"IL1B","GSE125449","liver_biliary","myeloid",0.948972829688535,752,TRUE
"IL1R1","GSE125449","liver_biliary","myeloid",0.0305343511450382,752,TRUE
"IL1R2","GSE125449","liver_biliary","myeloid",0.136178861788618,752,TRUE
"IL2RA","GSE125449","liver_biliary","myeloid",0.207058823529412,752,TRUE
"IL2RG","GSE125449","liver_biliary","myeloid",0.105757575757576,752,TRUE
"IL3RA","GSE125449","liver_biliary","myeloid",0.070657507360157,752,TRUE
"IL4R","GSE125449","liver_biliary","myeloid",0.057945566286216,752,TRUE
"IL6ST","GSE125449","liver_biliary","myeloid",0.0294171055020883,752,TRUE
"IL7","GSE125449","liver_biliary","myeloid",0.134969325153374,752,TRUE
"IL9R","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"INHBE","GSE125449","liver_biliary","myeloid",0.00129032258064516,752,TRUE
"IRF9","GSE125449","liver_biliary","myeloid",0.0512367491166078,752,TRUE
"ITGA4","GSE125449","liver_biliary","myeloid",0.201977401129944,752,TRUE
"ITGB3","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"JUN","GSE125449","liver_biliary","myeloid",0.0308557993316338,752,TRUE
"LEPR","GSE125449","liver_biliary","myeloid",0.0122749590834697,752,TRUE
"LTB","GSE125449","liver_biliary","myeloid",0.0729960101559666,752,TRUE
"LTBR","GSE125449","liver_biliary","myeloid",0.0643494598403006,752,TRUE
"MAP3K8","GSE125449","liver_biliary","myeloid",0.264566249460509,752,TRUE
"OSMR","GSE125449","liver_biliary","myeloid",0.00367985280588776,752,TRUE
"PDGFC","GSE125449","liver_biliary","myeloid",0.0746887966804979,752,TRUE
"PF4","GSE125449","liver_biliary","myeloid",0,752,TRUE
"PIK3R5","GSE125449","liver_biliary","myeloid",0.397435897435897,752,TRUE
"PLA2G2A","GSE125449","liver_biliary","myeloid",0.00584795321637427,752,TRUE
"PTPN1","GSE125449","liver_biliary","myeloid",0.155979202772964,752,TRUE
"PTPN11","GSE125449","liver_biliary","myeloid",0.0494252873563218,752,TRUE
"PTPN2","GSE125449","liver_biliary","myeloid",0.134811529933481,752,TRUE
"REG1A","GSE125449","liver_biliary","myeloid",0.00193986420950533,752,TRUE
"SOCS1","GSE125449","liver_biliary","myeloid",0.0693316677076827,752,TRUE
"STAM2","GSE125449","liver_biliary","myeloid",0.0720720720720721,752,TRUE
"STAT2","GSE125449","liver_biliary","myeloid",0.0988274706867672,752,TRUE
"STAT3","GSE125449","liver_biliary","myeloid",0.0471324983520105,752,TRUE
"TGFB1","GSE125449","liver_biliary","myeloid",0.111521873074553,752,TRUE
"TLR2","GSE125449","liver_biliary","myeloid",0.82,752,TRUE
"TNF","GSE125449","liver_biliary","myeloid",0.263873159682899,752,TRUE
"TNFRSF12A","GSE125449","liver_biliary","myeloid",0.00826135936913256,752,TRUE
"TNFRSF1A","GSE125449","liver_biliary","myeloid",0.0736811926605505,752,TRUE
"TNFRSF1B","GSE125449","liver_biliary","myeloid",0.218677494199536,752,TRUE
"TNFRSF21","GSE125449","liver_biliary","myeloid",0.0392017106200998,752,TRUE
"ABCA1","GSE125449","liver_biliary","myeloid",0.27924944812362,752,TRUE
"AKAP12","GSE125449","liver_biliary","myeloid",0.00283860502838605,752,TRUE
"BCL2L1","GSE125449","liver_biliary","myeloid",0.0305098354074669,752,TRUE
"BCL6","GSE125449","liver_biliary","myeloid",0.0770348837209302,752,TRUE
"CCND1","GSE125449","liver_biliary","myeloid",0.0240909090909091,752,TRUE
"CCND3","GSE125449","liver_biliary","myeloid",0.074914089347079,752,TRUE
"CDK4","GSE125449","liver_biliary","myeloid",0.0425308479915988,752,TRUE
"CDKN1A","GSE125449","liver_biliary","myeloid",0.0781060299473897,752,TRUE
"CDKN1B","GSE125449","liver_biliary","myeloid",0.0741301059001513,752,TRUE
"CFLAR","GSE125449","liver_biliary","myeloid",0.139368895567243,752,TRUE
"CISH","GSE125449","liver_biliary","myeloid",0.0818858560794045,752,TRUE
"COPS5","GSE125449","liver_biliary","myeloid",0.0594149908592322,752,TRUE
"CXCL8","GSE125449","liver_biliary","myeloid",0.357794837695702,752,TRUE
"DDIT3","GSE125449","liver_biliary","myeloid",0.0393370607028754,752,TRUE
"DNMT1","GSE125449","liver_biliary","myeloid",0.145704793545325,752,TRUE
"EPAS1","GSE125449","liver_biliary","myeloid",0.00929264909847434,752,TRUE
"ESR2","GSE125449","liver_biliary","myeloid",0.0476190476190476,752,TRUE
"ETV6","GSE125449","liver_biliary","myeloid",0.175675675675676,752,TRUE
"FGG","GSE125449","liver_biliary","myeloid",0.00133786520104137,752,TRUE
"FGL1","GSE125449","liver_biliary","myeloid",0.00156099903938521,752,TRUE
"FOS","GSE125449","liver_biliary","myeloid",0.0657783507333362,752,TRUE
"GFAP","GSE125449","liver_biliary","myeloid",0.1,752,TRUE
"GREB1","GSE125449","liver_biliary","myeloid",0,752,TRUE
"HSPA4","GSE125449","liver_biliary","myeloid",0.0698967434471803,752,TRUE
"HSPB1","GSE125449","liver_biliary","myeloid",0.0317201527190176,752,TRUE
"ICAM1","GSE125449","liver_biliary","myeloid",0.122763556289568,752,TRUE
"IKBKE","GSE125449","liver_biliary","myeloid",0.120950323974082,752,TRUE
"JAK2","GSE125449","liver_biliary","myeloid",0.29368029739777,752,TRUE
"JUNB","GSE125449","liver_biliary","myeloid",0.0720333755761661,752,TRUE
"KRT17","GSE125449","liver_biliary","myeloid",0.00383877159309021,752,TRUE
"LEP","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"LGALS3BP","GSE125449","liver_biliary","myeloid",0.044746103569633,752,TRUE
"LTBP1","GSE125449","liver_biliary","myeloid",0.00439367311072056,752,TRUE
"MCL1","GSE125449","liver_biliary","myeloid",0.12709991158267,752,TRUE
"MDC1","GSE125449","liver_biliary","myeloid",0.0716112531969309,752,TRUE
"MMP1","GSE125449","liver_biliary","myeloid",0.016,752,TRUE
"MMP7","GSE125449","liver_biliary","myeloid",0.0018080847216841,752,TRUE
"MUC1","GSE125449","liver_biliary","myeloid",0.00244879786286732,752,TRUE
"NME1","GSE125449","liver_biliary","myeloid",0.0352794687327061,752,TRUE
"OAS1","GSE125449","liver_biliary","myeloid",0.143712574850299,752,TRUE
"OPRM1","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"PAX3","GSE125449","liver_biliary","myeloid",NA,752,TRUE
"PHB","GSE125449","liver_biliary","myeloid",0.0569117647058824,752,TRUE
"POU2F1","GSE125449","liver_biliary","myeloid",0.0658499234303216,752,TRUE
"PPARA","GSE125449","liver_biliary","myeloid",0.026027397260274,752,TRUE
"PRDM1","GSE125449","liver_biliary","myeloid",0.0770622286541245,752,TRUE
"PROS1","GSE125449","liver_biliary","myeloid",0.00821917808219178,752,TRUE
"PSMB5","GSE125449","liver_biliary","myeloid",0.0336633663366337,752,TRUE
"PTGS2","GSE125449","liver_biliary","myeloid",0.399577167019027,752,TRUE
"PTPN6","GSE125449","liver_biliary","myeloid",0.330864197530864,752,TRUE
"ROR1","GSE125449","liver_biliary","myeloid",0.00980392156862745,752,TRUE
"S100A11","GSE125449","liver_biliary","myeloid",0.125850620355572,752,TRUE
"S1PR1","GSE125449","liver_biliary","myeloid",0.0112881806108898,752,TRUE
"SALL4","GSE125449","liver_biliary","myeloid",0,752,TRUE
"SHH","GSE125449","liver_biliary","myeloid",0,752,TRUE
"STK11","GSE125449","liver_biliary","myeloid",0.0610079575596817,752,TRUE
"TIMP1","GSE125449","liver_biliary","myeloid",0.0347039687703318,752,TRUE
"TNFRSF10B","GSE125449","liver_biliary","myeloid",0.08710407239819,752,TRUE
"TP53","GSE125449","liver_biliary","myeloid",0.0743525480367586,752,TRUE
"TP63","GSE125449","liver_biliary","myeloid",0.0588235294117647,752,TRUE
"VDR","GSE125449","liver_biliary","myeloid",0.257692307692308,752,TRUE
"VEGFA","GSE125449","liver_biliary","myeloid",0.0569663692518874,752,TRUE
"VEGFB","GSE125449","liver_biliary","myeloid",0.0855018587360595,752,TRUE
"ZFP36","GSE125449","liver_biliary","myeloid",0.074143997253926,752,TRUE
"A2M","GSE125449","liver_biliary","myeloid",0.0365772371271455,752,TRUE
"HMOX1","GSE125449","liver_biliary","myeloid",0.564465408805031,752,TRUE
"IFNAR1","GSE125449","liver_biliary","myeloid",0.0996518711923412,752,TRUE
"IRF1","GSE125449","liver_biliary","myeloid",0.0607739307535642,752,TRUE
"MYD88","GSE125449","liver_biliary","myeloid",0.24901185770751,752,TRUE
"PIM1","GSE125449","liver_biliary","myeloid",0.069620253164557,752,TRUE
"STAT1","GSE125449","liver_biliary","myeloid",0.182970297029703,752,TRUE
"TYK2","GSE125449","liver_biliary","myeloid",0.124780316344464,752,TRUE
"BCL2","GSE125449","liver_biliary","myeloid",0.088622754491018,752,FALSE
"MMP9","GSE125449","liver_biliary","myeloid",0.660179640718563,752,FALSE
"HGF","GSE125449","liver_biliary","myeloid",0.0792452830188679,752,FALSE
"MYC","GSE125449","liver_biliary","lymphoid",0.0944244604316547,3828,TRUE
"IL6","GSE125449","liver_biliary","lymphoid",0.0626598465473146,3828,TRUE
"SOCS3","GSE125449","liver_biliary","lymphoid",0.190624005093919,3828,TRUE
"ACVR1B","GSE125449","liver_biliary","lymphoid",0.0448179271708683,3828,TRUE
"ACVRL1","GSE125449","liver_biliary","lymphoid",0.00443951165371809,3828,TRUE
"BAK1","GSE125449","liver_biliary","lymphoid",0.308091286307054,3828,TRUE
"CBL","GSE125449","liver_biliary","lymphoid",0.186781609195402,3828,TRUE
"CCL7","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"CCR1","GSE125449","liver_biliary","lymphoid",0.137755102040816,3828,TRUE
"CD14","GSE125449","liver_biliary","lymphoid",0.00713386487620646,3828,TRUE
"CD36","GSE125449","liver_biliary","lymphoid",0.0057365764111978,3828,TRUE
"CD38","GSE125449","liver_biliary","lymphoid",0.798165137614679,3828,TRUE
"CD44","GSE125449","liver_biliary","lymphoid",0.373262309990906,3828,TRUE
"CD9","GSE125449","liver_biliary","lymphoid",0.0311355311355311,3828,TRUE
"CNTFR","GSE125449","liver_biliary","lymphoid",0,3828,TRUE
"CRLF2","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"CSF1","GSE125449","liver_biliary","lymphoid",0.271132376395534,3828,TRUE
"CSF2","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"CSF2RA","GSE125449","liver_biliary","lymphoid",0.0532994923857868,3828,TRUE
"CSF2RB","GSE125449","liver_biliary","lymphoid",0.196261682242991,3828,TRUE
"CSF3R","GSE125449","liver_biliary","lymphoid",0.0303030303030303,3828,TRUE
"CXCL1","GSE125449","liver_biliary","lymphoid",0.00287794142542746,3828,TRUE
"CXCL10","GSE125449","liver_biliary","lymphoid",0.1170089112747,3828,TRUE
"CXCL11","GSE125449","liver_biliary","lymphoid",0.0136674259681093,3828,TRUE
"CXCL13","GSE125449","liver_biliary","lymphoid",0.930681133212779,3828,TRUE
"CXCL3","GSE125449","liver_biliary","lymphoid",0.00463301633747866,3828,TRUE
"CXCL9","GSE125449","liver_biliary","lymphoid",0.0119250425894378,3828,TRUE
"DNTT","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"EBI3","GSE125449","liver_biliary","lymphoid",0.218543046357616,3828,TRUE
"FAS","GSE125449","liver_biliary","lymphoid",0.3033381712627,3828,TRUE
"GRB2","GSE125449","liver_biliary","lymphoid",0.334594122781495,3828,TRUE
"HAX1","GSE125449","liver_biliary","lymphoid",0.238985560903369,3828,TRUE
"IFNGR1","GSE125449","liver_biliary","lymphoid",0.0775032509752926,3828,TRUE
"IFNGR2","GSE125449","liver_biliary","lymphoid",0.081374321880651,3828,TRUE
"IL10RB","GSE125449","liver_biliary","lymphoid",0.214953271028037,3828,TRUE
"IL12RB1","GSE125449","liver_biliary","lymphoid",0.743523316062176,3828,TRUE
"IL13RA1","GSE125449","liver_biliary","lymphoid",0.0190534726490473,3828,TRUE
"IL15RA","GSE125449","liver_biliary","lymphoid",0.114470842332613,3828,TRUE
"IL17RA","GSE125449","liver_biliary","lymphoid",0.24187725631769,3828,TRUE
"IL17RB","GSE125449","liver_biliary","lymphoid",0.0690909090909091,3828,TRUE
"IL18R1","GSE125449","liver_biliary","lymphoid",0.6,3828,TRUE
"IL1B","GSE125449","liver_biliary","lymphoid",0.00927766732935719,3828,TRUE
"IL1R1","GSE125449","liver_biliary","lymphoid",0.0283533260632497,3828,TRUE
"IL1R2","GSE125449","liver_biliary","lymphoid",0.0955284552845529,3828,TRUE
"IL2RA","GSE125449","liver_biliary","lymphoid",0.734117647058824,3828,TRUE
"IL2RG","GSE125449","liver_biliary","lymphoid",0.693636363636364,3828,TRUE
"IL3RA","GSE125449","liver_biliary","lymphoid",0.0117762512266928,3828,TRUE
"IL4R","GSE125449","liver_biliary","lymphoid",0.319578577699737,3828,TRUE
"IL6ST","GSE125449","liver_biliary","lymphoid",0.0715453059742146,3828,TRUE
"IL7","GSE125449","liver_biliary","lymphoid",0.128834355828221,3828,TRUE
"IL9R","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"INHBE","GSE125449","liver_biliary","lymphoid",0.00129032258064516,3828,TRUE
"IRF9","GSE125449","liver_biliary","lymphoid",0.404593639575972,3828,TRUE
"ITGA4","GSE125449","liver_biliary","lymphoid",0.648305084745763,3828,TRUE
"ITGB3","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"JUN","GSE125449","liver_biliary","lymphoid",0.24921077311213,3828,TRUE
"LEPR","GSE125449","liver_biliary","lymphoid",0.0229132569558101,3828,TRUE
"LTB","GSE125449","liver_biliary","lymphoid",0.805041712005803,3828,TRUE
"LTBR","GSE125449","liver_biliary","lymphoid",0.0117426021606388,3828,TRUE
"MAP3K8","GSE125449","liver_biliary","lymphoid",0.203280103582218,3828,TRUE
"OSMR","GSE125449","liver_biliary","lymphoid",0.00643974241030359,3828,TRUE
"PDGFC","GSE125449","liver_biliary","lymphoid",0.004149377593361,3828,TRUE
"PF4","GSE125449","liver_biliary","lymphoid",0,3828,TRUE
"PIK3R5","GSE125449","liver_biliary","lymphoid",0.512820512820513,3828,TRUE
"PLA2G2A","GSE125449","liver_biliary","lymphoid",0.0344379467186485,3828,TRUE
"PTPN1","GSE125449","liver_biliary","lymphoid",0.366262276140959,3828,TRUE
"PTPN11","GSE125449","liver_biliary","lymphoid",0.0954022988505747,3828,TRUE
"PTPN2","GSE125449","liver_biliary","lymphoid",0.32860310421286,3828,TRUE
"REG1A","GSE125449","liver_biliary","lymphoid",0.00562560620756547,3828,TRUE
"SOCS1","GSE125449","liver_biliary","lymphoid",0.70893191755153,3828,TRUE
"STAM2","GSE125449","liver_biliary","lymphoid",0.126126126126126,3828,TRUE
"STAT2","GSE125449","liver_biliary","lymphoid",0.159128978224456,3828,TRUE
"STAT3","GSE125449","liver_biliary","lymphoid",0.232366512854318,3828,TRUE
"TGFB1","GSE125449","liver_biliary","lymphoid",0.27449168207024,3828,TRUE
"TLR2","GSE125449","liver_biliary","lymphoid",0.0266666666666667,3828,TRUE
"TNF","GSE125449","liver_biliary","lymphoid",0.668176670441676,3828,TRUE
"TNFRSF12A","GSE125449","liver_biliary","lymphoid",0.010764801602203,3828,TRUE
"TNFRSF1A","GSE125449","liver_biliary","lymphoid",0.0335435779816514,3828,TRUE
"TNFRSF1B","GSE125449","liver_biliary","lymphoid",0.425174013921114,3828,TRUE
"TNFRSF21","GSE125449","liver_biliary","lymphoid",0.00855310049893086,3828,TRUE
"ABCA1","GSE125449","liver_biliary","lymphoid",0.0242825607064018,3828,TRUE
"AKAP12","GSE125449","liver_biliary","lymphoid",0.0048661800486618,3828,TRUE
"BCL2L1","GSE125449","liver_biliary","lymphoid",0.108390204737053,3828,TRUE
"BCL6","GSE125449","liver_biliary","lymphoid",0.191860465116279,3828,TRUE
"CCND1","GSE125449","liver_biliary","lymphoid",0.00909090909090909,3828,TRUE
"CCND3","GSE125449","liver_biliary","lymphoid",0.456701030927835,3828,TRUE
"CDK4","GSE125449","liver_biliary","lymphoid",0.11315305854555,3828,TRUE
"CDKN1A","GSE125449","liver_biliary","lymphoid",0.169566976932416,3828,TRUE
"CDKN1B","GSE125449","liver_biliary","lymphoid",0.371154815935451,3828,TRUE
"CFLAR","GSE125449","liver_biliary","lymphoid",0.235349361382419,3828,TRUE
"CISH","GSE125449","liver_biliary","lymphoid",0.317617866004963,3828,TRUE
"COPS5","GSE125449","liver_biliary","lymphoid",0.139853747714808,3828,TRUE
"CXCL8","GSE125449","liver_biliary","lymphoid",0.00767696306594934,3828,TRUE
"DDIT3","GSE125449","liver_biliary","lymphoid",0.137180511182109,3828,TRUE
"DNMT1","GSE125449","liver_biliary","lymphoid",0.302800189843379,3828,TRUE
"EPAS1","GSE125449","liver_biliary","lymphoid",0.00693481276005548,3828,TRUE
"ESR2","GSE125449","liver_biliary","lymphoid",0.504761904761905,3828,TRUE
"ETV6","GSE125449","liver_biliary","lymphoid",0.182432432432432,3828,TRUE
"FGG","GSE125449","liver_biliary","lymphoid",0.00343505929997107,3828,TRUE
"FGL1","GSE125449","liver_biliary","lymphoid",0.00912584053794428,3828,TRUE
"FOS","GSE125449","liver_biliary","lymphoid",0.100860137791115,3828,TRUE
"GFAP","GSE125449","liver_biliary","lymphoid",0.1,3828,TRUE
"GREB1","GSE125449","liver_biliary","lymphoid",0.1,3828,TRUE
"HSPA4","GSE125449","liver_biliary","lymphoid",0.183478951548848,3828,TRUE
"HSPB1","GSE125449","liver_biliary","lymphoid",0.106428645134661,3828,TRUE
"ICAM1","GSE125449","liver_biliary","lymphoid",0.083402146985962,3828,TRUE
"IKBKE","GSE125449","liver_biliary","lymphoid",0.34341252699784,3828,TRUE
"JAK2","GSE125449","liver_biliary","lymphoid",0.130111524163569,3828,TRUE
"JUNB","GSE125449","liver_biliary","lymphoid",0.189453497370103,3828,TRUE
"KRT17","GSE125449","liver_biliary","lymphoid",0.00413406171563561,3828,TRUE
"LEP","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"LGALS3BP","GSE125449","liver_biliary","lymphoid",0.0268979386626445,3828,TRUE
"LTBP1","GSE125449","liver_biliary","lymphoid",0.00966608084358524,3828,TRUE
"MCL1","GSE125449","liver_biliary","lymphoid",0.230916592985558,3828,TRUE
"MDC1","GSE125449","liver_biliary","lymphoid",0.191815856777494,3828,TRUE
"MMP1","GSE125449","liver_biliary","lymphoid",0,3828,TRUE
"MMP7","GSE125449","liver_biliary","lymphoid",0.00142063799560894,3828,TRUE
"MUC1","GSE125449","liver_biliary","lymphoid",0.00445235975066785,3828,TRUE
"NME1","GSE125449","liver_biliary","lymphoid",0.13682899833979,3828,TRUE
"OAS1","GSE125449","liver_biliary","lymphoid",0.229540918163673,3828,TRUE
"OPRM1","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"PAX3","GSE125449","liver_biliary","lymphoid",NA,3828,TRUE
"PHB","GSE125449","liver_biliary","lymphoid",0.116911764705882,3828,TRUE
"POU2F1","GSE125449","liver_biliary","lymphoid",0.169984686064319,3828,TRUE
"PPARA","GSE125449","liver_biliary","lymphoid",0.105479452054795,3828,TRUE
"PRDM1","GSE125449","liver_biliary","lymphoid",0.724674384949349,3828,TRUE
"PROS1","GSE125449","liver_biliary","lymphoid",0.00493150684931507,3828,TRUE
