"gene","atlas","tissue","f_at_0.30","f_at_0.50","f_at_0.70","ci_lo_0.30","ci_hi_0.30","evaluable","dominant","dominant_50","dom_rate","dom_rate_lo","dom_rate_hi","dom_n_eval","dom50_rate","origin_six","in_panel","qualifying"
"ESR2","Peng","pancreatic",0.25187977196884,0.43996257163597,0.647024132283788,0.161966181765849,0.368028564152399,TRUE,FALSE,FALSE,0,0,0,2000,0.191,FALSE,TRUE,TRUE
"ETV6","Peng","pancreatic",0.455899744139407,0.661601062709679,0.820204723790337,0.398360152931134,0.508599068772552,TRUE,FALSE,TRUE,0.05,0,1,2000,1,FALSE,TRUE,TRUE
"FGG","Peng","pancreatic",0.902680590839046,0.955835654345248,0.980582385438662,0.860983150450954,0.935399185886308,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"FGL1","Peng","pancreatic",0.862282117070513,0.935936514395639,0.971500935063089,0.797624972651108,0.908950832878502,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"FOS","Peng","pancreatic",0.357290799728073,0.564674518814459,0.751654035872255,0.281096871900084,0.445508937131569,TRUE,FALSE,TRUE,0.001,0,0,2000,0.9185,FALSE,TRUE,TRUE
"GFAP","Peng","pancreatic",0.655466435436087,0.816146322026709,0.911955698812658,0.502540632015388,0.790781305565876,TRUE,TRUE,TRUE,0.978,1,1,2000,1,FALSE,TRUE,TRUE
"GREB1","Peng","pancreatic",0.371282284081311,0.579465141264264,0.762760877090866,0.262967504641491,0.493289364287968,TRUE,FALSE,TRUE,0.0185,0,0,2000,0.8985,FALSE,TRUE,TRUE
"HSPA4","Peng","pancreatic",0.434533717418923,0.641969067068928,0.807091115707238,0.39241709850845,0.473268913892804,TRUE,FALSE,TRUE,0.001,0,0,2000,1,FALSE,TRUE,TRUE
"HSPB1","Peng","pancreatic",0.60315726751608,0.780046224849173,0.892182779393229,0.54057278664577,0.662718549660696,TRUE,TRUE,TRUE,0.9995,1,1,2000,1,FALSE,TRUE,TRUE
"ICAM1","Peng","pancreatic",0.26634172414687,0.458603643029878,0.664036038556312,0.194065109426333,0.348088189133234,TRUE,FALSE,FALSE,0,0,0,2000,0.2175,FALSE,TRUE,TRUE
"IKBKE","Peng","pancreatic",0.458813988354026,0.664225006787721,0.821929860028978,0.384467654137273,0.539631996562842,TRUE,FALSE,TRUE,0.1795,0,1,2000,1,FALSE,TRUE,TRUE
"JAK2","Peng","pancreatic",0.314763450287663,0.517331842912708,0.714359644760852,0.26214169757732,0.368653976490914,TRUE,FALSE,TRUE,0,0,0,2000,0.6905,FALSE,TRUE,TRUE
"JUNB","Peng","pancreatic",0.27207344588607,0.465845710224719,0.670504477696091,0.213719668833357,0.342562255980277,TRUE,FALSE,FALSE,0,0,0,2000,0.1925,FALSE,TRUE,TRUE
"KRT17","Peng","pancreatic",0.882725510482299,0.946129421893889,0.97617933333503,0.83204565976076,0.917803246373978,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"LEP","Peng","pancreatic",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,FALSE,TRUE,TRUE
"LGALS3BP","Peng","pancreatic",0.515550082014379,0.712901572483887,0.8528104524001,0.443731185943896,0.594316945340694,TRUE,TRUE,TRUE,0.6535,0,1,2000,1,FALSE,TRUE,TRUE
"LTBP1","Peng","pancreatic",0.152119432576518,0.295092863977661,0.494130741640912,0.116022168999986,0.196286511266558,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"MCL1","Peng","pancreatic",0.340190312480941,0.546081762079549,0.737332405716358,0.281808743767266,0.402897836220672,TRUE,FALSE,TRUE,0,0,0,2000,0.915,FALSE,TRUE,TRUE
"MDC1","Peng","pancreatic",0.405982591794329,0.614602279206711,0.788181292821085,0.355619646983979,0.461714950438548,TRUE,FALSE,TRUE,0.001,0,0,2000,1,FALSE,TRUE,TRUE
"MMP1","Peng","pancreatic",0.860086724622349,0.934826519013843,0.970988045245021,0.790527588255844,0.897952591237802,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"MMP7","Peng","pancreatic",0.905938615455588,0.957398156097169,0.981286507301754,0.876552379364224,0.925022882816906,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"MUC1","Peng","pancreatic",0.885234120880131,0.947362638633314,0.976741551789545,0.84699538895582,0.911604687062013,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"NME1","Peng","pancreatic",0.470426616584395,0.67455639514542,0.828660553929128,0.417680446137956,0.526209231622875,TRUE,FALSE,TRUE,0.125,0,1,2000,1,FALSE,TRUE,TRUE
"OAS1","Peng","pancreatic",0.64809182133496,0.811220457790271,0.909311554335066,0.559149083452775,0.721229457667097,TRUE,TRUE,TRUE,0.9995,1,1,2000,1,FALSE,TRUE,TRUE
"OPRM1","Peng","pancreatic",0.133250091810503,0.264010910194629,0.455635228571575,0,0.226214395182759,TRUE,FALSE,FALSE,0,0,0,1828,0,FALSE,TRUE,TRUE
"PAX3","Peng","pancreatic",0.892492866747565,0.950909771621116,0.978354130302237,0.625686741911449,1,TRUE,TRUE,TRUE,1,1,1,1078,1,FALSE,TRUE,TRUE
"PHB","Peng","pancreatic",0.555661102067032,0.744762118652275,0.871933862504228,0.486762048843126,0.620796267344494,TRUE,TRUE,TRUE,0.929,0,1,2000,1,FALSE,TRUE,TRUE
"POU2F1","Peng","pancreatic",0.475052345931336,0.678617210228529,0.831279442384678,0.438535363756965,0.508623731151737,TRUE,FALSE,TRUE,0.082,0,1,2000,1,FALSE,TRUE,TRUE
"PPARA","Peng","pancreatic",0.565297206658856,0.752126672697771,0.876238802721749,0.502207382489111,0.625626684561131,TRUE,TRUE,TRUE,0.981,1,1,2000,1,FALSE,TRUE,TRUE
"PRDM1","Peng","pancreatic",0.126803276651963,0.253084973619479,0.441536575147722,0.105028746052202,0.155891789962914,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"PROS1","Peng","pancreatic",0.210996797118114,0.384230619773145,0.592827924833742,0.147512504861377,0.287883269974246,TRUE,FALSE,FALSE,0,0,0,2000,0.013,FALSE,TRUE,TRUE
"PSMB5","Peng","pancreatic",0.432383335848411,0.639953909018665,0.805724084457843,0.385499956900756,0.484748465913416,TRUE,FALSE,TRUE,0.008,0,0,2000,1,FALSE,TRUE,TRUE
"PTGS2","Peng","pancreatic",0.673817354400516,0.82818232728831,0.918347042476908,0.39617005386417,0.80764328399896,TRUE,TRUE,TRUE,0.9125,0,1,2000,0.9975,FALSE,TRUE,TRUE
"PTPN6","Peng","pancreatic",0.255078888011663,0.444132355524346,0.650875607357881,0.211783409700591,0.313584300614328,TRUE,FALSE,FALSE,0,0,0,2000,0.0715,FALSE,TRUE,TRUE
"ROR1","Peng","pancreatic",0.47504612480512,0.678611769447626,0.831275943493396,0.375391835768358,0.593831981784327,TRUE,FALSE,TRUE,0.325,0,1,2000,1,FALSE,TRUE,TRUE
"S100A11","Peng","pancreatic",0.631179440368137,0.79972521191731,0.903075661474086,0.57617185086525,0.678557524828514,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"S1PR1","Peng","pancreatic",0.0387254415049046,0.0859228307689396,0.179878989197278,0.0258336753533476,0.0576287116363489,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"SALL4","Peng","pancreatic",0.367865705153664,0.57588758743647,0.760097075772731,0.210302353376074,0.613747843053139,TRUE,FALSE,TRUE,0.129,0,1,2000,0.786,FALSE,TRUE,TRUE
"SHH","Peng","pancreatic",0.931652906794013,0.969517895341307,0.986704657999804,0.891809165687947,0.953952041168648,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"STK11","Peng","pancreatic",0.456835869968744,0.662445318654647,0.820760487032407,0.411403073672877,0.500298549837834,TRUE,FALSE,TRUE,0.027,0,1,2000,1,FALSE,TRUE,TRUE
"TIMP1","Peng","pancreatic",0.172218142000077,0.326800932202989,0.531111753576585,0.133118573084051,0.223765544680683,TRUE,FALSE,FALSE,0,0,0,2000,5e-04,FALSE,TRUE,TRUE
"TNFRSF10B","Peng","pancreatic",0.512105372817753,0.710070982766093,0.851071101684742,0.444569293731565,0.573826533300314,TRUE,TRUE,TRUE,0.628,0,1,2000,1,FALSE,TRUE,TRUE
"TP53","Peng","pancreatic",0.333320665872791,0.538447371727587,0.731332083249809,0.278312762557676,0.392315261747185,TRUE,FALSE,TRUE,0,0,0,2000,0.8825,FALSE,TRUE,TRUE
"TP63","Peng","pancreatic",0.820971587646369,0.914529765960702,0.961489018195793,0.728966383663682,0.890330865427011,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"VDR","Peng","pancreatic",0.402853811670868,0.611520873927848,0.786004496784855,0.341157865085164,0.473178331072096,TRUE,FALSE,TRUE,0.005,0,0,2000,1,FALSE,TRUE,TRUE
"VEGFA","Peng","pancreatic",0.605973679945215,0.782060858251298,0.89331079412988,0.51313283256356,0.70093125707525,TRUE,TRUE,TRUE,0.991,1,1,2000,1,FALSE,TRUE,TRUE
"VEGFB","Peng","pancreatic",0.375285947930275,0.583629796573871,0.765843824596716,0.322174166810844,0.438298339715226,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"ZFP36","Peng","pancreatic",0.461695806239888,0.666807342865264,0.823621401943273,0.224685894375679,0.639270915209185,TRUE,FALSE,TRUE,0.3245,0,1,2000,0.67,FALSE,TRUE,TRUE
"A2M","Peng","pancreatic",0.0472730883842674,0.103763573457775,0.212689155635529,0.035291921495375,0.0641096236215906,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"HMOX1","Peng","pancreatic",0.172249588665907,0.326849460135173,0.531166682448588,0.132532842240486,0.225128778580344,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IFNAR1","Peng","pancreatic",0.415931662846689,0.624290799517824,0.794961953859768,0.384277455535265,0.451681538187874,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"IRF1","Peng","pancreatic",0.444363953424099,0.651088737451244,0.81322849872621,0.405488753351774,0.493585249457836,TRUE,FALSE,TRUE,0.0105,0,0,2000,1,FALSE,TRUE,TRUE
"MYD88","Peng","pancreatic",0.494536739211092,0.695390715558956,0.841941033056632,0.422944600583817,0.56021046943488,TRUE,FALSE,TRUE,0.399,0,1,2000,1,FALSE,TRUE,TRUE
"PIM1","Peng","pancreatic",0.310284304224727,0.512124465324711,0.71008671406086,0.263125927938683,0.358531237696065,TRUE,FALSE,TRUE,0,0,0,2000,0.657,FALSE,TRUE,TRUE
"STAT1","Peng","pancreatic",0.483885894462616,0.686287378038613,0.836185661679807,0.436391025655561,0.530080875917526,TRUE,FALSE,TRUE,0.251,0,1,2000,1,FALSE,TRUE,TRUE
"TYK2","Peng","pancreatic",0.37839097134364,0.586839328449136,0.768206622090758,0.340565487791099,0.416885237625079,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"BCL2","Peng","pancreatic",0.201365267652271,0.370403703365251,0.578547249480016,0.153750502088728,0.259308090026175,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,FALSE,FALSE
"MMP9","Peng","pancreatic",0.120240127374777,0.241795587547345,0.426642630316859,0.0609607827643364,0.22382994045038,TRUE,FALSE,FALSE,0,0,0,2000,0.0015,TRUE,FALSE,FALSE
"HGF","Peng","pancreatic",0.0404539714461509,0.0895617614536673,0.186684398623087,0.0280182780632816,0.0575716547151612,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,FALSE,FALSE
