"draw","pooled_M1_logHR"
147,0.14005191714644
148,0.0930448504325339
149,0.119138191344116
150,0.128226294686782
151,0.119869801566399
152,0.114682585709991
153,0.093855236703071
154,0.087197617108888
155,0.120350119088386
156,0.150289601115004
157,0.130027815597448
158,0.0832033192481972
159,0.119663569843523
160,0.115129651525929
161,0.122698360566932
162,0.0948629908101244
163,0.0850960495559607
164,0.128381451669208
165,0.132832707046113
166,0.0889941592595748
167,0.107689042017528
168,0.0900748439834353
169,0.112001908616109
170,0.138782186036697
171,0.0929701331386489
172,0.109080778782171
173,0.114310545125907
174,0.103854730900367
175,0.12303637733527
176,0.109469149955758
177,0.112933295975946
178,0.115043961156349
179,0.119883537286534
180,0.114381380297099
181,0.128289228874558
182,0.100889201327548
183,0.104685987701031
184,0.119203787218166
185,0.113200672069747
186,0.080050357190632
187,0.0994672823185671
188,0.111565512363685
189,0.12583533284432
190,0.097568901111386
191,0.105888770372778
192,0.133883272920122
193,0.109665450820236
194,0.105377691503928
195,0.123871623967165
196,0.139316894758504
197,0.108633468686218
198,0.139572021402745
199,0.117238489475372
200,0.116687907453256
201,0.0964433160809277
202,0.104268424162182
203,0.0935852001457304
204,0.136519711678356
205,0.12028722065959
206,0.151716523187562
207,0.101633105735115
208,0.120443526762109
209,0.115456290822835
210,0.109320791591697
211,0.101972169699308
212,0.115190346426706
213,0.11927950837115
214,0.118790650999824
215,0.142002294667179
216,0.103435940378107
217,0.115789361508243
218,0.114995747389082
219,0.109946055298488
220,0.129198809590378
221,0.116225511802942
222,0.120347060390195
223,0.09530908307817
224,0.104798929943951
225,0.111444284850607
226,0.115715520206699
227,0.113092299646414
228,0.126763948149334
229,0.110047920706849
230,0.101949228515378
231,0.106111712123451
232,0.12101383000432
233,0.127354311568186
234,0.100739600723003
235,0.114861241040535
236,0.106376937767891
237,0.122929937142284
238,0.117320046772695
239,0.108343005489283
240,0.122224969781494
241,0.112752668497723
242,0.120844650899781
243,0.11583839796008
244,0.114003575219084
245,0.122285681819752
246,0.0996804518564529
247,0.109643166496443
248,0.0950911372861395
249,0.102669341942224
250,0.0941379187346557
251,0.09430705710387
252,0.112918463898203
253,0.0993743472258687
254,0.137427736772704
255,0.114348171442332
256,0.132200091312619
257,0.108711606321667
258,0.108374927545523
259,0.0814519572540138
260,0.137700108032509
261,0.105018213715474
262,0.106543165084233
263,0.125794925549126
264,0.131059836878506
265,0.114884039580715
266,0.107506795261586
267,0.100101681486251
268,0.119510403140394
269,0.130643630145781
270,0.119254154107473
271,0.124417957441028
272,0.146307742156738
273,0.118645624037256
274,0.0952147242336518
275,0.118179133576132
276,0.099301312548995
277,0.118097517586332
278,0.136492861183809
279,0.128207870142153
280,0.100100739009931
281,0.126236696315147
282,0.121330458142706
283,0.109212997986381
284,0.127957033499688
285,0.109373402846488
286,0.128226365451192
287,0.137365772204566
288,0.128505937919331
289,0.106519949633738
290,0.129976252575108
291,0.101017360502601
292,0.096514907296104
293,0.132917220755052
294,0.126616509434678
295,0.136360777254471
296,0.116767861230958
297,0.120932932136364
298,0.1155236136083
299,0.125508645134579
300,0.107750152494476
301,0.136184672105799
302,0.141712380597355
303,0.138113288214113
304,0.14366455380127
