gene,origin_score,via_A_hallmark,criterion_B_human,route_human,n_independent_human,n_independent_incl_mouse,ENCODE_ChIP-seq,ReMap_ChIP-seq,Literature_ChIP-seq_human,Literature_ChIP-seq_mouse,TRRUST_v2_curated
PDE7B,False,False,True,B_only,2,3,True,False,True,True,False
PDHB,False,False,True,B_only,2,2,True,False,True,False,False
PDIA4,False,False,True,B_only,2,2,True,False,True,False,False
PDK1,False,False,True,B_only,2,3,True,False,True,True,False
PDSS2,False,False,True,B_only,2,2,True,False,True,False,False
PEPD,False,False,True,B_only,2,3,True,False,True,True,False
PER1,False,False,True,B_only,2,2,True,True,False,False,False
PER2,False,False,True,B_only,2,2,True,True,False,False,False
PEX13,False,False,True,B_only,2,3,True,False,True,True,False
PEX3,False,False,True,B_only,2,3,True,False,True,True,False
PEX5,False,False,True,B_only,2,2,True,False,True,False,False
PFDN4,False,False,True,B_only,2,2,True,False,True,False,False
PFKFB2,False,False,True,B_only,2,2,False,True,True,False,False
PGM1,False,False,True,B_only,2,2,True,False,True,False,False
PGS1,False,False,True,B_only,2,3,True,True,False,True,False
PHACTR4,False,False,True,B_only,2,2,True,False,True,False,False
PHB,False,False,True,B_only,2,2,True,False,False,False,True
PHB2,False,False,True,B_only,2,2,True,True,False,False,False
PHF21A,False,False,True,B_only,2,3,True,False,True,True,False
PHLPP1,False,False,True,B_only,2,3,True,False,True,True,False
PICALM,False,False,True,B_only,2,2,True,True,False,False,False
PIGN,False,False,True,B_only,2,3,True,False,True,True,False
PIH1D1,False,False,True,B_only,2,2,True,True,False,False,False
PIK3C2G,False,False,True,B_only,2,2,True,False,True,False,False
PIK3C3,False,False,True,B_only,2,3,True,False,True,True,False
PIK3R3,False,False,True,B_only,2,2,True,False,True,False,False
PIM2,False,False,True,B_only,2,2,True,True,False,False,False
PIP5KL1,False,False,True,B_only,2,3,True,True,False,True,False
PKIB,False,False,True,B_only,2,2,True,False,True,False,False
PKM,False,False,True,B_only,2,2,True,True,False,False,False
PKP1,False,False,True,B_only,2,2,False,True,True,False,False
PLA2G4A,False,False,True,B_only,2,2,True,False,True,False,False
PLAT,False,False,True,B_only,2,2,True,False,True,False,False
PLD1,False,False,True,B_only,3,4,True,True,True,True,False
PLEKHA4,False,False,True,B_only,2,3,True,True,False,True,False
PLEKHA8,False,False,True,B_only,2,2,True,False,True,False,False
PLEKHF2,False,False,True,B_only,2,3,True,False,True,True,False
PLEKHH3,False,False,True,B_only,2,2,True,True,False,False,False
PLIN1,False,False,True,B_only,2,2,True,False,True,False,False
PLK2,False,False,True,B_only,2,2,True,False,True,False,False
PLOD2,False,False,True,B_only,3,3,True,True,True,False,False
PLP2,False,False,True,B_only,2,2,True,True,False,False,False
PMAIP1,False,False,True,B_only,2,3,True,True,False,True,False
PML,False,False,True,B_only,2,3,True,True,False,True,False
PMVK,False,False,True,B_only,2,3,True,True,False,True,False
PNKP,False,False,True,B_only,2,2,True,True,False,False,False
PNPLA6,False,False,True,B_only,2,2,True,True,False,False,False
PNRC1,False,False,True,B_only,3,3,True,True,True,False,False
POLA2,False,False,True,B_only,2,2,True,False,True,False,False
POLD1,False,False,True,B_only,2,2,True,True,False,False,False
POLD4,False,False,True,B_only,2,2,True,True,False,False,False
POLI,False,False,True,B_only,2,3,True,False,True,True,False
POLQ,False,False,True,B_only,2,3,True,False,True,True,False
POLR1A,False,False,True,B_only,2,2,True,False,True,False,False
POLR2E,False,False,True,B_only,2,2,False,True,True,False,False
POLR2I,False,False,True,B_only,2,2,True,True,False,False,False
POLR3D,False,False,True,B_only,2,2,True,False,True,False,False
POMT1,False,False,True,B_only,2,2,True,False,True,False,False
POT1,False,False,True,B_only,2,2,True,False,True,False,False
POU2F1,False,False,True,B_only,2,2,True,False,False,False,True
PPARA,False,False,True,B_only,2,2,True,False,False,False,True
PPAT,False,False,True,B_only,2,3,True,False,True,True,False
PPFIBP1,False,False,True,B_only,2,2,True,False,True,False,False
PPHLN1,False,False,True,B_only,2,2,True,False,True,False,False
PPM1F,False,False,True,B_only,2,3,True,False,True,True,False
PPP1R13L,False,False,True,B_only,2,2,True,True,False,False,False
PPP1R15A,False,False,True,B_only,2,2,True,True,False,False,False
PPP1R15B,False,False,True,B_only,2,3,True,True,False,True,False
PPP1R35,False,False,True,B_only,2,2,True,True,False,False,False
PPP2R5E,False,False,True,B_only,2,2,True,False,True,False,False
PPP6R1,False,False,True,B_only,2,2,True,True,False,False,False
PRCC,False,False,True,B_only,2,2,True,True,False,False,False
PRDM1,False,False,True,B_only,3,4,True,True,False,True,True
PRDX5,False,False,True,B_only,2,3,True,True,False,True,False
PRIM2,False,False,True,B_only,2,2,True,False,True,False,False
PRKAA1,False,False,True,B_only,2,3,True,False,True,True,False
PRKN,False,False,True,B_only,2,2,True,False,True,False,False
PRMT1,False,False,True,B_only,2,2,True,True,False,False,False
PROS1,False,False,True,B_only,2,3,True,False,False,True,True
PRPF18,False,False,True,B_only,2,2,True,False,True,False,False
PRR5L,False,False,True,B_only,2,2,True,False,True,False,False
PRR7,False,False,True,B_only,2,2,True,True,False,False,False
PSENEN,False,False,True,B_only,2,2,True,True,False,False,False
PSMA3,False,False,True,B_only,2,2,True,False,True,False,False
PSMB1,False,False,True,B_only,2,2,True,False,True,False,False
PSMB5,False,False,True,B_only,2,2,True,False,False,False,True
PSMD14,False,False,True,B_only,2,3,True,False,True,True,False
PSMD9,False,False,True,B_only,2,2,True,False,True,False,False
PSME4,False,False,True,B_only,2,3,True,False,True,True,False
PTBP1,False,False,True,B_only,2,3,True,True,False,True,False
PTGES,False,False,True,B_only,2,2,True,True,False,False,False
PTGR1,False,False,True,B_only,2,2,True,False,True,False,False
PTGS2,False,False,True,B_only,2,2,True,False,False,False,True
PTK2B,False,False,True,B_only,2,3,True,False,True,True,False
PTP4A1,False,False,True,B_only,2,3,True,True,False,True,False
PTP4A2,False,False,True,B_only,2,2,True,True,False,False,False
PTPN12,False,False,True,B_only,2,3,True,False,True,True,False
PTPN6,False,False,True,B_only,3,3,True,True,False,False,True
PTPRC,False,False,True,B_only,2,3,True,False,True,True,False
PTPRG,False,False,True,B_only,2,3,True,False,True,True,False
PTPRH,False,False,True,B_only,2,3,True,True,False,True,False
QRICH1,False,False,True,B_only,2,3,True,False,True,True,False
R3HDM4,False,False,True,B_only,2,2,True,True,False,False,False
RAB13,False,False,True,B_only,2,2,True,True,False,False,False
RAB18,False,False,True,B_only,2,2,True,False,True,False,False
RAB29,False,False,True,B_only,2,2,True,True,False,False,False
RAB31,False,False,True,B_only,2,3,False,True,True,True,False
RAB3A,False,False,True,B_only,2,2,True,True,False,False,False
RABGGTA,False,False,True,B_only,2,2,True,True,False,False,False
RAD51AP1,False,False,True,B_only,2,2,True,False,True,False,False
RAD51B,False,False,True,B_only,2,2,True,False,True,False,False
RAD54B,False,False,True,B_only,2,2,True,False,True,False,False
RAF1,False,False,True,B_only,2,3,True,False,True,True,False
RANBP2,False,False,True,B_only,2,3,True,False,True,True,False
RASA1,False,False,True,B_only,2,3,True,False,True,True,False
RASSF3,False,False,True,B_only,2,3,True,False,True,True,False
RBAK,False,False,True,B_only,2,2,True,False,True,False,False
RBL1,False,False,True,B_only,2,2,True,False,True,False,False
RBM14,False,False,True,B_only,2,3,True,False,True,True,False
RBM28,False,False,True,B_only,2,2,True,False,True,False,False
RBM33,False,False,True,B_only,2,3,True,False,True,True,False
RBM34,False,False,True,B_only,2,3,True,False,True,True,False
RBM39,False,False,True,B_only,2,3,True,False,True,True,False
RBM43,False,False,True,B_only,2,2,True,False,True,False,False
RBMS3,False,False,True,B_only,2,3,True,False,True,True,False
RBPJ,False,False,True,B_only,2,3,True,False,True,True,False
RECQL5,False,False,True,B_only,2,3,True,True,False,True,False
REEP1,False,False,True,B_only,2,2,True,False,True,False,False
REV3L,False,False,True,B_only,2,2,True,False,True,False,False
RFC1,False,False,True,B_only,2,2,True,False,True,False,False
RFC3,False,False,True,B_only,2,2,True,False,True,False,False
RGS16,False,False,True,B_only,2,2,True,True,False,False,False
RHOB,False,False,True,B_only,2,3,True,False,True,True,False
RHOBTB2,False,False,True,B_only,3,3,True,True,True,False,False
RHOF,False,False,True,B_only,2,2,True,True,False,False,False
RHOH,False,False,True,B_only,3,3,True,True,True,False,False
RHOV,False,False,True,B_only,2,2,True,True,False,False,False
RIN2,False,False,True,B_only,2,2,True,False,True,False,False
RNASEH2A,False,False,True,B_only,2,2,True,True,False,False,False
RND1,False,False,True,B_only,2,2,True,False,True,False,False
RNF122,False,False,True,B_only,2,2,True,False,True,False,False
RNF13,False,False,True,B_only,2,2,True,False,True,False,False
RNF145,False,False,True,B_only,2,2,True,True,False,False,False
RNF146,False,False,True,B_only,2,2,True,False,True,False,False
RNF185,False,False,True,B_only,2,2,True,False,True,False,False
RNF19A,False,False,True,B_only,2,3,True,False,True,True,False
RNF31,False,False,True,B_only,2,2,True,True,False,False,False
ROCK2,False,False,True,B_only,2,2,True,False,True,False,False
ROM1,False,False,True,B_only,2,2,True,True,False,False,False
ROR1,False,False,True,B_only,2,2,False,False,True,False,True
ROS1,False,False,True,B_only,2,2,True,False,True,False,False
RPAP1,False,False,True,B_only,2,2,True,False,True,False,False
RPL13A,False,False,True,B_only,2,2,True,True,False,False,False
RPL18,False,False,True,B_only,2,2,True,True,False,False,False
RPL23A,False,False,True,B_only,2,2,True,True,False,False,False
RPL41,False,False,True,B_only,2,2,True,True,False,False,False
RPLP0,False,False,True,B_only,2,2,True,True,False,False,False
RPLP2,False,False,True,B_only,2,2,True,True,False,False,False
RPRD1B,False,False,True,B_only,2,2,True,False,True,False,False
RPS15,False,False,True,B_only,2,2,True,True,False,False,False
RPS16,False,False,True,B_only,2,3,True,True,False,True,False
RPS2,False,False,True,B_only,2,2,True,True,False,False,False
RPS27,False,False,True,B_only,2,2,True,True,False,False,False
RPS5,False,False,True,B_only,3,3,True,True,True,False,False
RPS6KA4,False,False,True,B_only,2,2,True,True,False,False,False
RPS6KA5,False,False,True,B_only,2,3,True,False,True,True,False
RPS6KB2,False,False,True,B_only,2,3,True,True,False,True,False
RPTOR,False,False,True,B_only,2,3,True,False,True,True,False
RRAGC,False,False,True,B_only,2,2,True,False,True,False,False
RRM1,False,False,True,B_only,2,2,True,False,True,False,False
RRNAD1,False,False,True,B_only,2,2,True,True,False,False,False
RSRC1,False,False,True,B_only,2,2,True,False,True,False,False
RTF1,False,False,True,B_only,2,2,True,False,True,False,False
RTP4,False,False,True,B_only,2,2,True,False,True,False,False
RTTN,False,False,True,B_only,2,2,True,False,True,False,False
RWDD4,False,False,True,B_only,2,2,True,False,True,False,False
S100A10,False,False,True,B_only,2,3,True,True,False,True,False
S100A11,False,False,True,B_only,3,4,True,True,False,True,True
S100A12,False,False,True,B_only,2,2,True,True,False,False,False
S100A2,False,False,True,B_only,2,2,True,True,False,False,False
S100A8,False,False,True,B_only,2,2,True,True,False,False,False
S100A9,False,False,True,B_only,2,2,True,True,False,False,False
S100PBP,False,False,True,B_only,2,2,True,False,True,False,False
S1PR1,False,False,True,B_only,2,2,False,False,True,False,True
SALL4,False,False,True,B_only,2,3,True,False,False,True,True
SAMSN1,False,False,True,B_only,2,2,True,False,True,False,False
SAP30BP,False,False,True,B_only,2,2,True,True,False,False,False
SARS,False,False,True,B_only,2,3,True,False,True,True,False
SART3,False,False,True,B_only,2,2,True,False,True,False,False
SASH1,False,False,True,B_only,2,3,True,False,True,True,False
SAT1,False,False,True,B_only,2,2,True,True,False,False,False
SAXO2,False,False,True,B_only,2,2,True,False,True,False,False
SBNO2,False,False,True,B_only,3,3,True,True,True,False,False
SCAF11,False,False,True,B_only,2,3,True,False,True,True,False
SCAMP1,False,False,True,B_only,2,2,True,False,True,False,False
SCFD2,False,False,True,B_only,2,2,True,False,True,False,False
SCN3A,False,False,True,B_only,2,2,True,False,True,False,False
SDCBP2,False,False,True,B_only,2,2,True,True,False,False,False
SDCCAG8,False,False,True,B_only,2,2,True,False,True,False,False
SEC14L1,False,False,True,B_only,2,3,True,False,True,True,False
SEC63,False,False,True,B_only,2,3,True,False,True,True,False
SEL1L3,False,False,True,B_only,2,3,True,False,True,True,False
SELPLG,False,False,True,B_only,2,3,True,True,False,True,False
SEMA3C,False,False,True,B_only,2,2,True,False,True,False,False
SEMA4B,False,False,True,B_only,2,2,True,True,False,False,False
SEPT9,False,False,True,B_only,2,2,True,True,False,False,False
SERPINA1,False,False,True,B_only,2,2,False,True,True,False,False
SERPINA3,False,False,True,B_only,2,2,True,False,True,False,False
SERPINB1,False,False,True,B_only,2,2,True,True,False,False,False
SERPINB3,False,False,True,B_only,2,2,True,False,True,False,False
SERPINB9P1,False,False,True,B_only,2,2,True,True,False,False,False
SERPINE1,False,False,True,B_only,2,3,True,True,False,True,False
SERPINI1,False,False,True,B_only,2,2,True,False,True,False,False
SESTD1,False,False,True,B_only,2,2,True,False,True,False,False
SF3B5,False,False,True,B_only,2,3,True,False,True,True,False
SFR1,False,False,True,B_only,2,2,True,True,False,False,False
SGO2,False,False,True,B_only,2,2,True,False,True,False,False
SH3D19,False,False,True,B_only,2,2,True,False,True,False,False
SHC1,False,False,True,B_only,2,3,True,True,False,True,False
SHC3,False,False,True,B_only,2,2,True,False,True,False,False
SHH,False,False,True,B_only,2,2,False,False,True,False,True
SHROOM3,False,False,True,B_only,2,3,True,False,True,True,False
SHTN1,False,False,True,B_only,2,2,True,False,True,False,False
SIAH2,False,False,True,B_only,2,2,True,False,True,False,False
SIRT1,False,False,True,B_only,2,2,True,False,True,False,False
SIRT4,False,False,True,B_only,2,2,True,True,False,False,False
SKAP2,False,False,True,B_only,2,3,True,False,True,True,False
SKINT1L,False,False,True,B_only,2,2,True,False,True,False,False
SLC10A7,False,False,True,B_only,2,3,True,False,True,True,False
SLC11A2,False,False,True,B_only,2,2,True,False,True,False,False
SLC22A15,False,False,True,B_only,2,3,True,False,True,True,False
SLC25A11,False,False,True,B_only,2,2,True,True,False,False,False
SLC25A32,False,False,True,B_only,2,2,True,False,True,False,False
SLC25A45,False,False,True,B_only,2,2,True,True,False,False,False
SLC25A51,False,False,True,B_only,2,3,True,False,True,True,False
SLC26A9,False,False,True,B_only,2,3,False,True,True,True,False
SLC27A4,False,False,True,B_only,2,2,True,False,True,False,False
SLC2A1,False,False,True,B_only,2,2,True,True,False,False,False
SLC30A10,False,False,True,B_only,2,2,True,False,True,False,False
SLC38A1,False,False,True,B_only,2,2,True,False,True,False,False
SLC38A7,False,False,True,B_only,2,2,True,False,True,False,False
SLC39A1,False,False,True,B_only,2,2,True,True,False,False,False
SLC39A10,False,False,True,B_only,2,3,True,False,True,True,False
SLC3A2,False,False,True,B_only,2,3,True,True,False,True,False
SLC43A3,False,False,True,B_only,2,2,True,True,False,False,False
SLC50A1,False,False,True,B_only,2,2,True,True,False,False,False
SLC6A17,False,False,True,B_only,2,2,True,False,True,False,False
SLC6A9,False,False,True,B_only,2,2,True,False,True,False,False
SLCO4A1,False,False,True,B_only,2,3,True,True,False,True,False
SLFN11,False,False,True,B_only,2,2,True,False,True,False,False
SLMAP,False,False,True,B_only,2,2,True,False,True,False,False
SLU7,False,False,True,B_only,2,2,True,False,True,False,False
SMAD3,False,False,True,B_only,2,2,True,True,False,False,False
SMAD7,False,False,True,B_only,2,3,False,True,True,True,False
SMARCA2,False,False,True,B_only,2,2,True,False,True,False,False
SMARCA5,False,False,True,B_only,2,2,True,False,True,False,False
SMARCAL1,False,False,True,B_only,2,3,True,False,True,True,False
SMARCC1,False,False,True,B_only,2,2,True,False,True,False,False
SMG9,False,False,True,B_only,2,2,True,True,False,False,False
SMYD2,False,False,True,B_only,2,2,True,False,True,False,False
SNAP23,False,False,True,B_only,2,2,True,False,True,False,False
SNHG1,False,False,True,B_only,3,3,True,True,True,False,False
SNORD42A,False,False,True,B_only,2,2,True,True,False,False,False
SNORD4B,False,False,True,B_only,2,2,True,True,False,False,False
SNTB2,False,False,True,B_only,2,3,True,False,True,True,False
SNX17,False,False,True,B_only,2,2,True,True,False,False,False
SNX3,False,False,True,B_only,2,2,True,False,True,False,False
SOCS2,False,False,True,B_only,2,3,True,False,True,True,False
SP100,False,False,True,B_only,2,2,True,False,True,False,False
SPAG16,False,False,True,B_only,2,3,True,False,True,True,False
SPAG7,False,False,True,B_only,2,3,True,True,False,True,False
SPATA17,False,False,True,B_only,2,2,True,False,True,False,False
SPC25,False,False,True,B_only,2,2,True,False,True,False,False
SPEF1,False,False,True,B_only,2,2,True,True,False,False,False
SPHK2,False,False,True,B_only,2,2,True,True,False,False,False
SPRED1,False,False,True,B_only,2,2,True,False,True,False,False
SRBD1,False,False,True,B_only,2,2,True,False,True,False,False
SREBF1,False,False,True,B_only,2,2,True,True,False,False,False
SRGAP1,False,False,True,B_only,2,2,True,False,True,False,False
SRSF1,False,False,True,B_only,2,2,True,False,True,False,False
SRSF4,False,False,True,B_only,2,2,True,False,True,False,False
SS18,False,False,True,B_only,2,2,True,False,True,False,False
SSBP1,False,False,True,B_only,2,2,True,False,True,False,False
SSBP4,False,False,True,B_only,2,3,True,True,False,True,False
ST3GAL1,False,False,True,B_only,2,3,True,False,True,True,False
ST6GALNAC4,False,False,True,B_only,2,2,True,True,False,False,False
STK11,False,False,True,B_only,2,3,False,True,False,True,True
STK11IP,False,False,True,B_only,2,2,True,False,True,False,False
STK17A,False,False,True,B_only,2,2,True,True,False,False,False
STK3,False,False,True,B_only,2,3,True,False,True,True,False
STK40,False,False,True,B_only,2,3,True,True,False,True,False
STN1,False,False,True,B_only,3,3,True,True,True,False,False
STOML1,False,False,True,B_only,2,2,True,True,False,False,False
STX5,False,False,True,B_only,2,2,True,True,False,False,False
STX8,False,False,True,B_only,2,2,True,False,True,False,False
STYK1,False,False,True,B_only,2,3,True,False,True,True,False
SULF2,False,False,True,B_only,2,3,True,False,True,True,False
SULT1B1,False,False,True,B_only,2,2,True,False,True,False,False
SUMO1,False,False,True,B_only,2,2,True,False,True,False,False
SYCE2,False,False,True,B_only,2,2,True,True,False,False,False
SYNJ1,False,False,True,B_only,2,2,True,False,True,False,False
SYS1,False,False,True,B_only,2,2,True,True,False,False,False
SYS1-DBNDD2,False,False,True,B_only,2,2,True,True,False,False,False
SYT12,False,False,True,B_only,2,2,True,False,True,False,False
TAF1A,False,False,True,B_only,2,2,True,False,True,False,False
TAGLN2,False,False,True,B_only,2,2,True,True,False,False,False
TATDN1,False,False,True,B_only,2,2,True,False,True,False,False
TBC1D17,False,False,True,B_only,3,3,True,True,True,False,False
TBC1D2,False,False,True,B_only,2,3,True,False,True,True,False
TBC1D31,False,False,True,B_only,2,2,True,False,True,False,False
TBC1D3F,False,False,True,B_only,2,2,True,False,True,False,False
TBC1D5,False,False,True,B_only,2,3,True,False,True,True,False
TBL3,False,False,True,B_only,2,2,True,True,False,False,False
TCAF1,False,False,True,B_only,2,2,True,False,True,False,False
TCF7L2,False,False,True,B_only,2,3,True,False,True,True,False
TCHP,False,False,True,B_only,2,2,True,False,True,False,False
TCOF1,False,False,True,B_only,2,2,True,False,True,False,False
TCTEX1D4,False,False,True,B_only,2,2,True,True,False,False,False
TDO2,False,False,True,B_only,2,2,True,False,True,False,False
TEAD1,False,False,True,B_only,2,3,True,False,True,True,False
TEAD4,False,False,True,B_only,2,3,True,False,True,True,False
TENT2,False,False,True,B_only,2,2,True,False,True,False,False
TERC,False,False,True,B_only,3,4,True,True,True,True,False
TFAP2A,False,False,True,B_only,2,2,True,True,False,False,False
TFRC,False,False,True,B_only,2,3,True,False,True,True,False
THOC6,False,False,True,B_only,2,2,True,True,False,False,False
THRAP3,False,False,True,B_only,2,2,True,False,True,False,False
TICAM1,False,False,True,B_only,2,2,True,True,False,False,False
TIMM10,False,False,True,B_only,2,2,True,False,True,False,False
TIMM17B,False,False,True,B_only,2,2,True,True,False,False,False
TIMM9,False,False,True,B_only,2,2,True,False,True,False,False
TIMP1,False,False,True,B_only,3,3,True,True,False,False,True
TLCD1,False,False,True,B_only,2,2,True,True,False,False,False
TLE4,False,False,True,B_only,2,3,True,False,True,True,False
TLN1,False,False,True,B_only,2,2,True,False,True,False,False
TLR1,False,False,True,B_only,2,2,True,False,True,False,False
TLR4,False,False,True,B_only,2,3,True,False,True,True,False
TLR6,False,False,True,B_only,2,2,True,False,True,False,False
TLR9,False,False,True,B_only,2,2,True,True,False,False,False
TM2D1,False,False,True,B_only,2,3,True,False,True,True,False
TM4SF1,False,False,True,B_only,3,3,True,True,True,False,False
TM4SF20,False,False,True,B_only,2,3,True,True,False,True,False
TM9SF1,False,False,True,B_only,2,3,True,True,False,True,False
TMBIM1,False,False,True,B_only,2,2,True,True,False,False,False
TMCO6,False,False,True,B_only,2,2,True,True,False,False,False
TMED2,False,False,True,B_only,2,2,True,False,True,False,False
TMED4,False,False,True,B_only,2,2,True,False,True,False,False
TMEM102,False,False,True,B_only,2,2,True,True,False,False,False
TMEM107,False,False,True,B_only,2,2,True,True,False,False,False
TMEM132A,False,False,True,B_only,2,2,True,True,False,False,False
TMEM134,False,False,True,B_only,2,3,True,True,False,True,False
TMEM167A,False,False,True,B_only,2,3,True,False,True,True,False
TMEM208,False,False,True,B_only,2,2,True,True,False,False,False
TMEM214,False,False,True,B_only,2,3,True,False,True,True,False
TMEM51,False,False,True,B_only,2,2,True,False,True,False,False
TMEM67,False,False,True,B_only,2,2,True,False,True,False,False
TMEM71,False,False,True,B_only,2,2,True,False,True,False,False
TMOD3,False,False,True,B_only,2,2,True,False,True,False,False
TMSB10,False,False,True,B_only,2,2,True,True,False,False,False
TMSB4X,False,False,True,B_only,2,2,True,True,False,False,False
TMTC1,False,False,True,B_only,2,3,True,False,True,True,False
TNFAIP1,False,False,True,B_only,2,2,True,False,True,False,False
TNFRSF10B,False,False,True,B_only,3,4,True,False,True,True,True
TNFSF13,False,False,True,B_only,2,2,True,True,False,False,False
TNIK,False,False,True,B_only,2,2,True,False,True,False,False
TNPO1,False,False,True,B_only,2,2,True,False,True,False,False
TNPO2,False,False,True,B_only,3,3,True,True,True,False,False
TNS4,False,False,True,B_only,2,3,True,True,False,True,False
TOB1,False,False,True,B_only,2,3,True,False,True,True,False
TOB2,False,False,True,B_only,2,2,True,True,False,False,False
TOMM7,False,False,True,B_only,2,3,True,False,True,True,False
TOP1,False,False,True,B_only,2,2,True,True,False,False,False
TP53,False,False,True,B_only,2,2,True,False,False,False,True
TP63,False,False,True,B_only,2,2,False,False,True,False,True
TPH2,False,False,True,B_only,2,3,True,False,True,True,False
TPK1,False,False,True,B_only,2,2,True,False,True,False,False
TPRA1,False,False,True,B_only,2,2,True,False,True,False,False
TRA2B,False,False,True,B_only,2,2,True,False,True,False,False
TRAPPC9,False,False,True,B_only,2,2,False,True,True,False,False
TRIB1,False,False,True,B_only,3,4,True,True,True,True,False
TRIM37,False,False,True,B_only,2,2,True,False,True,False,False
TRMT112,False,False,True,B_only,2,2,True,True,False,False,False
TRPT1,False,False,True,B_only,2,2,True,True,False,False,False
TSC22D4,False,False,True,B_only,2,2,True,False,True,False,False
TSEN15,False,False,True,B_only,2,2,True,False,True,False,False
TSFM,False,False,True,B_only,2,2,True,True,False,False,False
TSHZ2,False,False,True,B_only,2,3,True,False,True,True,False
TSNAX,False,False,True,B_only,2,2,True,False,True,False,False
TTC22,False,False,True,B_only,2,2,True,False,True,False,False
TTC27,False,False,True,B_only,2,2,True,False,True,False,False
TTC39C,False,False,True,B_only,2,2,True,False,True,False,False
TTI1,False,False,True,B_only,2,2,True,False,True,False,False
TTLL4,False,False,True,B_only,2,2,True,False,True,False,False
TUBGCP3,False,False,True,B_only,2,2,True,False,True,False,False
TULP2,False,False,True,B_only,2,2,True,True,False,False,False
TULP3,False,False,True,B_only,2,2,True,False,True,False,False
TUT1,False,False,True,B_only,2,3,True,True,False,True,False
TXNIP,False,False,True,B_only,2,3,True,True,False,True,False
TYMP,False,False,True,B_only,2,2,True,True,False,False,False
U2AF1L4,False,False,True,B_only,2,2,True,True,False,False,False
U2AF2,False,False,True,B_only,3,3,True,True,True,False,False
U2SURP,False,False,True,B_only,2,2,True,False,True,False,False
UBA1,False,False,True,B_only,2,3,True,True,False,True,False
UBAC2,False,False,True,B_only,2,2,True,False,True,False,False
UBASH3B,False,False,True,B_only,2,3,True,False,True,True,False
UBB,False,False,True,B_only,2,2,True,True,False,False,False
UBC,False,False,True,B_only,2,3,True,True,False,True,False
UBE2V1,False,False,True,B_only,2,3,True,False,True,True,False
UBTF,False,False,True,B_only,3,3,True,True,True,False,False
UFM1,False,False,True,B_only,2,3,True,False,True,True,False
UGP2,False,False,True,B_only,2,3,True,False,True,True,False
UGT1A6,False,False,True,B_only,2,2,True,False,True,False,False
ULK4,False,False,True,B_only,2,2,True,False,True,False,False
UNC13B,False,False,True,B_only,2,2,True,False,True,False,False
UNC45A,False,False,True,B_only,2,2,True,True,False,False,False
UPF2,False,False,True,B_only,2,2,True,False,True,False,False
UQCC1,False,False,True,B_only,2,2,True,False,True,False,False
USP15,False,False,True,B_only,2,2,True,False,True,False,False
USP3,False,False,True,B_only,2,3,True,True,False,True,False
USP30,False,False,True,B_only,2,3,True,False,True,True,False
USP32,False,False,True,B_only,2,3,True,False,True,True,False
USP33,False,False,True,B_only,2,2,True,False,True,False,False
USP38,False,False,True,B_only,2,3,True,False,True,True,False
USP39,False,False,True,B_only,2,2,True,False,True,False,False
USP40,False,False,True,B_only,2,2,True,False,True,False,False
USP8,False,False,True,B_only,2,3,True,False,True,True,False
UTP25,False,False,True,B_only,2,2,True,True,False,False,False
VAPB,False,False,True,B_only,2,3,True,False,True,True,False
VASP,False,False,True,B_only,2,3,True,True,False,True,False
VAV1,False,False,True,B_only,2,2,False,True,True,False,False
VDAC2,False,False,True,B_only,2,2,True,False,True,False,False
VDR,False,False,True,B_only,2,2,False,False,True,False,True
VEGFA,False,False,True,B_only,2,3,False,False,True,True,True
VEGFB,False,False,True,B_only,2,2,False,True,False,False,True
VIM,False,False,True,B_only,2,3,True,False,True,True,False
VKORC1,False,False,True,B_only,2,2,True,True,False,False,False
VPS18,False,False,True,B_only,2,2,True,True,False,False,False
VPS26C,False,False,True,B_only,2,2,True,False,True,False,False
VPS37B,False,False,True,B_only,2,3,True,True,False,True,False
VPS50,False,False,True,B_only,2,3,True,False,True,True,False
VRK2,False,False,True,B_only,2,2,True,False,True,False,False
WASHC3,False,False,True,B_only,2,2,True,False,True,False,False
WASL,False,False,True,B_only,2,2,True,False,True,False,False
WBP1,False,False,True,B_only,2,2,True,True,False,False,False
WBP2,False,False,True,B_only,2,2,True,True,False,False,False
WDR24,False,False,True,B_only,2,2,True,True,False,False,False
WDR25,False,False,True,B_only,2,2,True,False,True,False,False
WDR27,False,False,True,B_only,2,3,True,False,True,True,False
WDR70,False,False,True,B_only,2,3,True,False,True,True,False
WDR74,False,False,True,B_only,3,3,True,True,True,False,False
WDR78,False,False,True,B_only,2,2,True,False,True,False,False
WDR89,False,False,True,B_only,2,3,True,False,True,True,False
WDR90,False,False,True,B_only,2,2,True,True,False,False,False
WNT10A,False,False,True,B_only,2,2,False,True,True,False,False
WSB1,False,False,True,B_only,2,2,True,False,True,False,False
WWOX,False,False,True,B_only,2,3,True,False,True,True,False
XDH,False,False,True,B_only,2,2,False,True,True,False,False
XKR9,False,False,True,B_only,2,2,True,False,True,False,False
XRCC1,False,False,True,B_only,2,2,True,False,True,False,False
YBX3,False,False,True,B_only,2,2,True,False,True,False,False
YIPF5,False,False,True,B_only,2,2,True,False,True,False,False
YWHAE,False,False,True,B_only,2,2,True,False,True,False,False
YWHAZ,False,False,True,B_only,2,3,True,False,True,True,False
ZBTB20,False,False,True,B_only,2,2,True,False,True,False,False
ZBTB40,False,False,True,B_only,2,2,True,False,True,False,False
